Record,Time,lat,lon,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,speed_kmh,nearest_stop_id,nearest_distance_m,direction,course_id,reconstructed_lat,reconstructed_lon,reconstructed_stop
24804,2026-05-11 19:26:23.400000+00:00,52.1595307,21.2040457,94.3,14.53,-0.202,-0.091,0.946,0,14.77804801018095,39.0,37.30868826661707,1.0,4.0,52.159459,21.20458,39.0
24809,2026-05-11 19:26:23.900000+00:00,52.1595238,21.2040731,94.2,14.11,-0.154,-0.07,0.964,0,14.547001342486904,39.0,35.32057401570716,1.0,4.0,52.159459,21.20458,39.0
24814,2026-05-11 19:26:24.400000+00:00,52.1595156,21.2040994,94.2,14.71,-0.16,-0.141,0.955,0,14.48960173331783,39.0,33.38241597667211,1.0,4.0,52.159459,21.20458,39.0
24819,2026-05-11 19:26:24.900000+00:00,52.1595072,21.2041244,94.2,13.83,-0.158,0.007,0.944,0,13.999628810576889,39.0,31.53717675827847,1.0,4.0,52.159459,21.20458,39.0
24824,2026-05-11 19:26:25.400000+00:00,52.1595,21.2041495,94.1,13.69,-0.147,0.025,0.955,0,13.60879475292404,39.0,29.71802094010948,1.0,4.0,52.159459,21.20458,39.0
24829,2026-05-11 19:26:25.900000+00:00,52.1594945,21.2041756,94.1,13.71,-0.16,0.069,0.975,0,13.554017885249454,39.0,27.8668528268314,1.0,4.0,52.159459,21.20458,39.0
24834,2026-05-11 19:26:26.400000+00:00,52.1594921,21.204201,94.2,12.1,-0.151,0.077,0.98,0,12.622129567085574,39.0,26.113886253900063,1.0,4.0,52.159459,21.20458,39.0
24839,2026-05-11 19:26:26.900000+00:00,52.1594918,21.2042272,94.4,12.72,-0.151,0.112,0.961,0,12.870178483884674,39.0,24.340794909104776,1.0,4.0,52.159459,21.20458,39.0
24844,2026-05-11 19:26:27.400000+00:00,52.1594921,21.204253,94.2,12.88,-0.142,0.032,0.962,0,12.673756171498749,39.0,22.607680415894883,1.0,4.0,52.159459,21.20458,39.0
24849,2026-05-11 19:26:27.900000+00:00,52.1594939,21.2042792,94.2,12.94,-0.128,-0.045,0.965,0,12.948379396504873,39.0,20.88260700976064,1.0,4.0,52.159459,21.20458,39.0
24854,2026-05-11 19:26:28.400000+00:00,52.1594954,21.2043052,94.1,12.67,-0.127,-0.048,0.967,0,12.826052104716789,39.0,19.17727503618027,1.0,4.0,52.159459,21.20458,39.0
24859,2026-05-11 19:26:28.900000+00:00,52.1594947,21.2043292,94.0,11.79,-0.129,-0.052,0.964,0,11.80073742028767,39.0,17.56265025586937,1.0,4.0,52.159459,21.20458,39.0
24864,2026-05-11 19:26:29.400000+00:00,52.1594934,21.2043532,94.3,11.68,-0.143,-0.039,0.976,0,11.83328225908916,39.0,15.936851355347804,1.0,4.0,52.159459,21.20458,39.0
24869,2026-05-11 19:26:29.900000+00:00,52.1594911,21.2043764,94.3,11.9,-0.126,-0.021,0.929,0,11.542337253681303,39.0,14.339760628966026,1.0,4.0,52.159459,21.20458,39.0
24874,2026-05-11 19:26:30.400000+00:00,52.1594916,21.2044012,94.4,11.83,-0.149,0.003,0.98,0,12.186913746972609,39.0,12.72399761582044,1.0,4.0,52.159459,21.20458,39.0
24879,2026-05-11 19:26:30.900000+00:00,52.1594909,21.2044249,94.6,11.2,-0.149,-0.024,0.96,0,11.653563980471391,39.0,11.158816680099289,1.0,4.0,52.159459,21.20458,39.0
24884,2026-05-11 19:26:31.400000+00:00,52.1594909,21.2044478,94.6,11.46,-0.149,-0.054,0.954,0,11.2471667324005,39.0,9.690463008993188,1.0,4.0,52.159459,21.20458,39.0
24889,2026-05-11 19:26:31.900000+00:00,52.1594894,21.2044674,94.6,9.59,-0.168,-0.015,0.956,0,9.701014173529838,39.0,8.391856828714289,1.0,4.0,52.159459,21.20458,39.0
24894,2026-05-11 19:26:32.400000+00:00,52.1594897,21.2044867,94.4,9.33,-0.155,0.002,0.961,0,9.48209584835404,39.0,7.222100309467032,1.0,4.0,52.159459,21.20458,39.0
24899,2026-05-11 19:26:32.900000+00:00,52.1594895,21.2045049,94.5,8.91,-0.156,-0.017,0.973,0,8.940230533194276,39.0,6.143771635867408,1.0,4.0,52.159459,21.20458,39.0
24904,2026-05-11 19:26:33.400000+00:00,52.1594892,21.2045217,94.4,7.82,-0.175,-0.019,0.952,0,8.254691772872906,39.0,5.20503817336879,1.0,4.0,52.159459,21.20458,39.0
24909,2026-05-11 19:26:33.900000+00:00,52.1594891,21.2045365,94.4,6.62,-0.173,-0.007,0.954,0,7.269352418223652,39.0,4.4729392829564505,1.0,4.0,52.159459,21.20458,39.0
24914,2026-05-11 19:26:34.400000+00:00,52.1594895,21.2045495,94.4,5.65,-0.19,-0.016,0.964,0,6.392880740978161,39.0,3.978759788080602,1.0,4.0,52.159459,21.20458,39.0
24919,2026-05-11 19:26:34.900000+00:00,52.1594903,21.2045601,94.4,5.02,-0.188,-0.011,0.961,0,5.24536201973215,39.0,3.735759847178713,1.0,4.0,52.159459,21.20458,39.0
24924,2026-05-11 19:26:35.400000+00:00,52.1594905,21.2045681,94.3,3.43,-0.229,-0.013,0.959,0,3.932402532850117,39.0,3.595473026492221,1.0,4.0,52.159459,21.20458,39.0
24929,2026-05-11 19:26:35.900000+00:00,52.1594911,21.2045726,94.2,1.18,-0.241,-0.006,0.95,0,2.26174161350417,39.0,3.6048743410001975,1.0,4.0,52.159459,21.20458,39.0
