Record,Time,lat,lon,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,speed_kmh,nearest_stop_id,nearest_distance_m,direction,course_id,reconstructed_lat,reconstructed_lon,reconstructed_stop
60,2026-05-11 19:55:42.600000+00:00,52.1570067,21.1904122,89.1,38.64,-0.1,-0.043,0.972,0,38.32095127194221,,100.34400486058703,-1.0,5.0,52.15726,21.191824,36.0
65,2026-05-11 19:55:43.100000+00:00,52.1569937,21.190336,89.0,39.57,-0.092,0.0,0.965,0,38.84734062957055,,102.22075721626236,-1.0,5.0,52.156702,21.188915,35.0
70,2026-05-11 19:55:43.600000+00:00,52.1569805,21.1902567,89.5,40.46,-0.089,-0.04,0.965,0,40.3580113000292,,96.6254279536618,-1.0,5.0,52.156702,21.188915,35.0
75,2026-05-11 19:55:44.100000+00:00,52.1569638,21.190177,89.5,41.22,-0.097,-0.032,0.982,0,41.36653934729831,,90.88010056854306,-1.0,5.0,52.156702,21.188915,35.0
80,2026-05-11 19:55:44.600000+00:00,52.1569502,21.1900959,89.6,41.27,-0.086,-0.022,0.94,0,41.295224544994994,,85.15539010912032,-1.0,5.0,52.156702,21.188915,35.0
85,2026-05-11 19:55:45.100000+00:00,52.1569345,21.1900148,89.6,42.08,-0.107,-0.029,0.988,0,41.77002809967648,35.0,79.35584904758989,-1.0,5.0,52.156702,21.188915,35.0
90,2026-05-11 19:55:45.600000+00:00,52.1569181,21.1899334,89.5,41.82,-0.104,-0.027,0.964,0,42.08206007390749,35.0,73.51178435429135,-1.0,5.0,52.156702,21.188915,35.0
95,2026-05-11 19:55:46.100000+00:00,52.1569037,21.1898498,89.3,42.66,-0.125,-0.011,0.961,0,42.64962834760704,35.0,67.59953806239298,-1.0,5.0,52.156702,21.188915,35.0
100,2026-05-11 19:55:46.600000+00:00,52.1568889,21.1897686,88.9,41.96,-0.129,-0.002,0.97,0,41.60600306893404,35.0,61.82863299457113,-1.0,5.0,52.156702,21.188915,35.0
105,2026-05-11 19:55:47.100000+00:00,52.156876,21.1896852,88.6,41.57,-0.135,0.003,0.96,0,42.24556390813767,35.0,55.99092539615717,-1.0,5.0,52.156702,21.188915,35.0
110,2026-05-11 19:55:47.600000+00:00,52.1568594,21.189607,88.5,40.61,-0.135,0.003,0.958,0,40.64386053785381,35.0,50.34716429951392,-1.0,5.0,52.156702,21.188915,35.0
115,2026-05-11 19:55:48.100000+00:00,52.1568429,21.1895276,88.2,41.76,-0.133,-0.007,0.967,0,41.17557584363751,35.0,44.6309433217436,-1.0,5.0,52.156702,21.188915,35.0
120,2026-05-11 19:55:48.600000+00:00,52.1568297,21.1894495,87.7,40.88,-0.14,-0.017,0.961,0,39.78959761607133,35.0,39.13004928258365,-1.0,5.0,52.156702,21.188915,35.0
125,2026-05-11 19:55:49.100000+00:00,52.1568181,21.1893715,87.2,39.8,-0.147,-0.03,0.97,0,39.42097738124121,35.0,33.71153833779484,-1.0,5.0,52.156702,21.188915,35.0
130,2026-05-11 19:55:49.600000+00:00,52.1568009,21.1892961,86.8,39.53,-0.139,-0.03,0.943,0,39.5116333928567,35.0,28.22829632662757,-1.0,5.0,52.156702,21.188915,35.0
135,2026-05-11 19:55:50.100000+00:00,52.1567871,21.1892189,86.4,39.95,-0.146,-0.015,0.968,0,39.49530305194443,35.0,22.78906254874172,-1.0,5.0,52.156702,21.188915,35.0
140,2026-05-11 19:55:50.600000+00:00,52.156773,21.1891433,86.1,38.24,-0.204,-0.01,0.974,0,38.81061491078043,35.0,17.461003420737253,-1.0,5.0,52.156702,21.188915,35.0
145,2026-05-11 19:55:51.100000+00:00,52.1567591,21.1890705,86.1,36.57,-0.221,-0.001,0.933,0,37.4490429999759,35.0,12.36292262381544,-1.0,5.0,52.156702,21.188915,35.0
150,2026-05-11 19:55:51.600000+00:00,52.1567466,21.1890005,86.0,35.27,-0.232,0.004,0.96,0,35.80893416569276,35.0,7.656028212801255,-1.0,5.0,52.156702,21.188915,35.0
155,2026-05-11 19:55:52.100000+00:00,52.1567328,21.1889353,85.8,32.49,-0.264,0.012,0.962,0,33.876730776174746,35.0,3.694191467812082,-1.0,5.0,52.156702,21.188915,35.0
160,2026-05-11 19:55:52.600000+00:00,52.1567204,21.1888739,85.6,30.94,-0.273,0.02,0.932,0,31.74998894223485,35.0,3.4709148115596,-1.0,5.0,52.156702,21.188915,35.0
165,2026-05-11 19:55:53.100000+00:00,52.1567099,21.1888191,85.6,26.9,-0.3,0.008,0.963,0,28.198465808961146,35.0,6.6008688470350645,-1.0,5.0,52.156702,21.188915,35.0
170,2026-05-11 19:55:53.600000+00:00,52.1567007,21.1887689,85.3,25.87,-0.234,0.006,0.958,0,25.733524434062147,35.0,9.967775813518143,-1.0,5.0,52.156702,21.188915,35.0
175,2026-05-11 19:55:54.100000+00:00,52.1566923,21.188721,85.0,23.49,-0.217,0.01,0.952,0,24.46949463706344,35.0,13.278275873089806,-1.0,5.0,52.156702,21.188915,35.0
180,2026-05-11 19:55:54.600000+00:00,52.1566844,21.1886778,85.1,20.6,-0.263,0.019,0.959,0,22.141270307643733,35.0,16.299353761854338,-1.0,5.0,52.156702,21.188915,35.0
185,2026-05-11 19:55:55.100000+00:00,52.1566758,21.1886397,85.2,18.86,-0.249,0.027,0.95,0,19.94013627299775,35.0,19.00518519338034,-1.0,5.0,52.156702,21.188915,35.0
190,2026-05-11 19:55:55.600000+00:00,52.1566679,21.1886057,85.2,16.85,-0.204,0.017,0.961,0,17.85748034297067,35.0,21.437988242958728,-1.0,5.0,52.156702,21.188915,35.0
195,2026-05-11 19:55:56.100000+00:00,52.1566603,21.188576,85.5,14.96,-0.252,0.018,0.956,0,15.80594647935902,35.0,23.58635952831927,-1.0,5.0,52.156702,21.188915,35.0
200,2026-05-11 19:55:56.600000+00:00,52.1566511,21.1885517,85.6,12.44,-0.194,0.014,0.961,0,14.025268361553044,35.0,25.42185388636615,-1.0,5.0,52.156702,21.188915,35.0
205,2026-05-11 19:55:57.100000+00:00,52.1566427,21.1885286,86.1,12.66,-0.138,0.0,0.969,0,13.18942754135498,35.0,27.171870657364742,-1.0,5.0,52.156702,21.188915,35.0
210,2026-05-11 19:55:57.600000+00:00,52.1566366,21.1885036,86.1,12.65,-0.15,0.005,1.029,0,13.214872255760728,35.0,28.991987705937145,-1.0,5.0,52.156702,21.188915,35.0
215,2026-05-11 19:55:58.100000+00:00,52.1566313,21.1884787,86.3,12.88,-0.103,-0.008,0.869,0,12.945401897940526,35.0,30.78449007461509,-1.0,5.0,52.156702,21.188915,35.0
220,2026-05-11 19:55:58.600000+00:00,52.1566265,21.1884522,86.3,12.75,-0.108,-0.005,1.012,0,13.57155707163781,35.0,32.668689406007985,-1.0,5.0,52.156702,21.188915,35.0
225,2026-05-11 19:55:59.100000+00:00,52.1566221,21.1884247,86.3,13.4,-0.092,-0.004,0.944,0,13.959085190054754,35.0,34.60743027875351,-1.0,5.0,52.156702,21.188915,35.0
230,2026-05-11 19:55:59.600000+00:00,52.156618,21.1883967,86.1,14.24,-0.1,-0.014,0.855,0,14.139178909679968,35.0,36.570608523783896,-1.0,5.0,52.156702,21.188915,35.0
235,2026-05-11 19:56:00.100000+00:00,52.156613,21.1883709,86.1,13.11,-0.182,0.012,1.097,0,13.28951883287367,35.0,38.41437676886242,-1.0,5.0,52.156702,21.188915,35.0
240,2026-05-11 19:56:00.600000+00:00,52.156608,21.1883435,86.0,13.66,-0.115,-0.008,0.948,0,14.04089545031476,35.0,40.36374509687774,-1.0,5.0,52.156702,21.188915,35.0
245,2026-05-11 19:56:01.100000+00:00,52.1566025,21.1883168,86.0,13.45,-0.166,0.016,0.984,0,13.833858136666818,35.0,42.28159094384674,-1.0,5.0,52.156702,21.188915,35.0
250,2026-05-11 19:56:01.600000+00:00,52.1565969,21.1882898,86.1,14.81,-0.016,-0.032,0.884,0,13.999061500869116,35.0,44.222419360433975,-1.0,5.0,52.156702,21.188915,35.0
255,2026-05-11 19:56:02.100000+00:00,52.1565909,21.1882617,86.1,14.84,-0.096,0.006,1.028,0,14.614039997823,35.0,46.24773069264664,-1.0,5.0,52.156702,21.188915,35.0
260,2026-05-11 19:56:02.600000+00:00,52.1565848,21.1882308,86.0,16.35,-0.024,-0.042,0.945,0,15.943673058778552,35.0,48.46036215384301,-1.0,5.0,52.156702,21.188915,35.0
265,2026-05-11 19:56:03.100000+00:00,52.1565784,21.1881995,85.9,16.15,-0.11,0.0,1.007,0,16.205146191693633,35.0,50.70844982903674,-1.0,5.0,52.156702,21.188915,35.0
270,2026-05-11 19:56:03.600000+00:00,52.1565734,21.1881669,85.5,17.31,-0.056,-0.011,0.926,0,16.505086173943152,35.0,52.999868868312014,-1.0,5.0,52.156702,21.188915,35.0
275,2026-05-11 19:56:04.100000+00:00,52.1565674,21.1881314,85.4,17.89,-0.083,-0.004,1.002,0,18.086281152347848,35.0,55.51182939956271,-1.0,5.0,52.156702,21.188915,35.0
280,2026-05-11 19:56:04.600000+00:00,52.156561,21.1880961,85.1,18.25,-0.041,-0.017,0.962,0,18.07973178800659,35.0,58.02265617377688,-1.0,5.0,52.156702,21.188915,35.0
285,2026-05-11 19:56:05.100000+00:00,52.1565537,21.1880567,85.2,19.97,-0.029,-0.021,0.974,0,20.215549223712014,35.0,60.82985321701877,-1.0,5.0,52.156702,21.188915,35.0
290,2026-05-11 19:56:05.600000+00:00,52.1565464,21.188013,85.2,21.94,-0.051,-0.007,0.976,0,22.245796938861613,35.0,63.91943623766639,-1.0,5.0,52.156702,21.188915,35.0
295,2026-05-11 19:56:06.100000+00:00,52.1565384,21.1879668,85.3,23.04,-0.041,-0.007,0.955,0,23.57884668878346,35.0,67.19427455484602,-1.0,5.0,52.156702,21.188915,35.0
300,2026-05-11 19:56:06.600000+00:00,52.1565299,21.1879174,85.2,25.25,-0.041,-0.01,0.981,0,25.200284442427503,35.0,70.6943131948925,-1.0,5.0,52.156702,21.188915,35.0
305,2026-05-11 19:56:07.100000+00:00,52.1565212,21.1878641,85.2,26.69,-0.049,0.0,0.974,0,27.09037928215429,35.0,74.45651122607453,-1.0,5.0,52.156702,21.188915,35.0
310,2026-05-11 19:56:07.600000+00:00,52.1565124,21.1878083,85.3,28.35,-0.049,-0.006,0.98,0,28.298629975374865,35.0,78.38598924154437,-1.0,5.0,52.156702,21.188915,35.0
315,2026-05-11 19:56:08.100000+00:00,52.1565055,21.1877501,85.3,28.41,-0.057,-0.008,0.964,0,29.115282034534157,,82.41703596754317,-1.0,5.0,52.156702,21.188915,35.0
320,2026-05-11 19:56:08.600000+00:00,52.1564922,21.1876921,85.0,30.29,-0.06,-0.012,0.968,0,30.413111656520165,,86.62504482551812,-1.0,5.0,52.156702,21.188915,35.0
325,2026-05-11 19:56:09.100000+00:00,52.1564814,21.1876323,85.1,30.33,-0.068,-0.01,0.985,0,30.61854064373798,,90.87724461258694,-1.0,5.0,52.156702,21.188915,35.0
330,2026-05-11 19:56:09.600000+00:00,52.1564716,21.1875714,84.9,31.49,-0.064,-0.021,0.966,0,30.92446922267896,,95.1717308006608,-1.0,5.0,52.156702,21.188915,35.0
335,2026-05-11 19:56:10.100000+00:00,52.1564604,21.1875087,84.8,32.5,-0.061,-0.013,0.971,0,32.07556364465631,,99.62642362831852,-1.0,5.0,52.156702,21.188915,35.0
340,2026-05-11 19:56:10.600000+00:00,52.1564485,21.1874421,84.7,34.05,-0.068,-0.019,0.973,0,34.07145224474414,,104.35832744160864,-1.0,5.0,52.156702,21.188915,35.0
345,2026-05-11 19:56:11.100000+00:00,52.1564359,21.1873741,84.4,34.89,-0.061,-0.014,0.965,0,34.890098091659304,,109.20326687290812,-1.0,5.0,52.156702,21.188915,35.0
350,2026-05-11 19:56:11.600000+00:00,52.1564227,21.1873044,84.2,36.08,-0.071,-0.02,0.981,0,35.82899609140861,,114.17802731620544,-1.0,5.0,52.156702,21.188915,35.0
355,2026-05-11 19:56:12.100000+00:00,52.1564096,21.1872327,84.2,36.8,-0.068,-0.011,0.953,0,36.74586598171502,,119.28114403728875,-1.0,5.0,52.156702,21.188915,35.0
360,2026-05-11 19:56:12.600000+00:00,52.1563943,21.1871597,84.4,37.8,-0.087,-0.02,0.979,0,37.89049233302984,,124.53660550742768,-1.0,5.0,52.156702,21.188915,35.0
365,2026-05-11 19:56:13.100000+00:00,52.1563809,21.1870847,84.4,38.29,-0.082,0.005,0.963,0,38.36860396926018,,129.8655129655969,-1.0,5.0,52.156702,21.188915,35.0
370,2026-05-11 19:56:13.600000+00:00,52.1563661,21.1870085,84.2,39.42,-0.088,-0.019,0.983,0,39.25849275136718,,135.31602097786123,-1.0,5.0,52.156702,21.188915,35.0
375,2026-05-11 19:56:14.100000+00:00,52.1563515,21.1869319,84.1,39.42,-0.085,-0.019,0.964,0,39.39805588731431,,140.7867518388464,-1.0,5.0,52.156702,21.188915,35.0
380,2026-05-11 19:56:14.600000+00:00,52.1563379,21.1868512,84.1,40.41,-0.093,-0.015,0.96,0,41.10626700317251,,146.4955318970868,-1.0,5.0,52.156702,21.188915,35.0
385,2026-05-11 19:56:15.100000+00:00,52.156323,21.1867709,84.0,40.8,-0.093,-0.021,0.983,0,41.20603274869039,,152.21807684196295,-1.0,5.0,52.156702,21.188915,35.0
390,2026-05-11 19:56:15.600000+00:00,52.1563098,21.1866919,83.9,40.1,-0.096,-0.014,0.966,0,40.21638435175162,,157.8031084921601,-1.0,5.0,52.156702,21.188915,35.0
395,2026-05-11 19:56:16.100000+00:00,52.1562949,21.1866091,84.1,41.68,-0.103,-0.015,0.966,0,42.38291044038421,,163.689544394555,-1.0,5.0,52.156702,21.188915,35.0
400,2026-05-11 19:56:16.600000+00:00,52.1562813,21.1865288,83.7,41.12,-0.103,-0.009,0.96,0,40.91689513467316,,169.3721224733385,-1.0,5.0,52.156702,21.188915,35.0
405,2026-05-11 19:56:17.100000+00:00,52.1562645,21.1864475,83.3,42.23,-0.105,-0.005,0.964,0,42.13707989648145,,175.21875900295026,-1.0,5.0,52.156702,21.188915,35.0
410,2026-05-11 19:56:17.600000+00:00,52.156251,21.1863644,83.2,41.93,-0.107,-0.015,0.981,0,42.22365362570998,,181.0817190916369,-1.0,5.0,52.156702,21.188915,35.0
415,2026-05-11 19:56:18.100000+00:00,52.1562365,21.1862796,83.2,42.84,-0.095,-0.014,0.948,0,43.23941264064752,,187.08696716771524,-1.0,5.0,52.156702,21.188915,35.0
420,2026-05-11 19:56:18.600000+00:00,52.1562222,21.1861955,83.2,42.17,-0.111,-0.024,0.972,0,42.86527980778805,,188.3620540511777,-1.0,5.0,52.155727,21.183555,34.0
425,2026-05-11 19:56:19.100000+00:00,52.1562082,21.1861121,83.0,42.92,-0.108,-0.024,0.94,0,42.47003837733574,,182.46609883906396,-1.0,5.0,52.155727,21.183555,34.0
430,2026-05-11 19:56:19.600000+00:00,52.1561945,21.1860281,83.1,42.12,-0.125,-0.026,0.983,0,42.692043827159374,,176.54101941789864,-1.0,5.0,52.155727,21.183555,34.0
435,2026-05-11 19:56:20.100000+00:00,52.1561793,21.1859419,83.5,43.7,-0.113,-0.017,0.964,0,44.05376061955842,,170.42358510368825,-1.0,5.0,52.155727,21.183555,34.0
440,2026-05-11 19:56:20.600000+00:00,52.1561652,21.1858555,83.5,43.3,-0.12,0.016,0.971,0,43.9136068602492,,164.32942518967224,-1.0,5.0,52.155727,21.183555,34.0
445,2026-05-11 19:56:21.100000+00:00,52.1561499,21.1857701,83.6,43.55,-0.129,-0.006,0.955,0,43.6986423262505,,158.26106969770004,-1.0,5.0,52.155727,21.183555,34.0
450,2026-05-11 19:56:21.600000+00:00,52.1561348,21.1856875,83.6,41.36,-0.14,-0.003,0.962,0,42.33424132444468,,152.38175936054833,-1.0,5.0,52.155727,21.183555,34.0
455,2026-05-11 19:56:22.100000+00:00,52.1561205,21.1856039,83.5,42.67,-0.139,-0.009,0.956,0,42.62875278082854,,146.46391470449987,-1.0,5.0,52.155727,21.183555,34.0
460,2026-05-11 19:56:22.600000+00:00,52.1561062,21.1855206,83.6,41.83,-0.147,0.012,0.989,0,42.486843531622185,,140.5658289975608,-1.0,5.0,52.155727,21.183555,34.0
465,2026-05-11 19:56:23.100000+00:00,52.1560923,21.1854431,83.3,39.12,-0.13,-0.011,0.939,0,39.65975415433374,,135.0587028290354,-1.0,5.0,52.155727,21.183555,34.0
470,2026-05-11 19:56:23.600000+00:00,52.1560782,21.1853656,83.2,40.46,-0.143,-0.006,0.97,0,39.70499238314231,,129.54496948536016,-1.0,5.0,52.155727,21.183555,34.0
475,2026-05-11 19:56:24.100000+00:00,52.1560641,21.185285,83.4,40.8,-0.147,-0.016,0.978,0,41.16710314823277,,123.82973409351268,-1.0,5.0,52.155727,21.183555,34.0
480,2026-05-11 19:56:24.600000+00:00,52.156049,21.1852062,83.7,39.38,-0.144,-0.019,0.97,0,40.54905391982242,,118.19798842071046,-1.0,5.0,52.155727,21.183555,34.0
485,2026-05-11 19:56:25.100000+00:00,52.156035,21.1851265,83.8,40.55,-0.131,0.011,0.947,0,40.72008052408017,,112.54490029969068,-1.0,5.0,52.155727,21.183555,34.0
490,2026-05-11 19:56:25.600000+00:00,52.1560217,21.185049,83.7,39.03,-0.145,0.0,0.98,0,39.52771372007767,,107.05877326661752,-1.0,5.0,52.155727,21.183555,34.0
495,2026-05-11 19:56:26.100000+00:00,52.1560052,21.1849727,83.5,39.27,-0.133,0.0,0.944,0,39.737097373893135,,101.54198269571285,-1.0,5.0,52.155727,21.183555,34.0
500,2026-05-11 19:56:26.600000+00:00,52.1559927,21.1848969,83.2,38.02,-0.146,0.013,0.982,0,38.55305478152869,,96.19362648211576,-1.0,5.0,52.155727,21.183555,34.0
505,2026-05-11 19:56:27.100000+00:00,52.1559805,21.1848217,83.0,37.83,-0.127,0.002,0.951,0,38.20642839803271,,90.89526032290384,-1.0,5.0,52.155727,21.183555,34.0
510,2026-05-11 19:56:27.600000+00:00,52.1559674,21.1847477,82.9,36.86,-0.147,-0.011,0.968,0,37.83030119331843,,85.64434891543367,-1.0,5.0,52.155727,21.183555,34.0
515,2026-05-11 19:56:28.100000+00:00,52.1559538,21.1846746,82.8,36.91,-0.138,-0.001,0.944,0,37.51998197826136,,80.43470557676373,-1.0,5.0,52.155727,21.183555,34.0
520,2026-05-11 19:56:28.600000+00:00,52.1559409,21.1846013,82.7,36.71,-0.141,-0.009,0.968,0,37.45562675946824,34.0,75.23688491201537,-1.0,5.0,52.155727,21.183555,34.0
525,2026-05-11 19:56:29.100000+00:00,52.155928,21.1845291,82.6,36.61,-0.137,-0.001,0.954,0,36.93658239999971,34.0,70.11083164776281,-1.0,5.0,52.155727,21.183555,34.0
530,2026-05-11 19:56:29.600000+00:00,52.1559156,21.1844571,82.5,36.53,-0.117,-0.021,0.956,0,36.73207975329328,34.0,65.01624268216506,-1.0,5.0,52.155727,21.183555,34.0
535,2026-05-11 19:56:30.100000+00:00,52.1559038,21.1843857,82.3,36.24,-0.116,-0.013,0.964,0,36.320538733483325,34.0,59.98337530397247,-1.0,5.0,52.155727,21.183555,34.0
540,2026-05-11 19:56:30.600000+00:00,52.1558866,21.1843153,82.1,37.12,-0.105,-0.013,0.964,0,37.22024876971116,34.0,54.81963960673878,-1.0,5.0,52.155727,21.183555,34.0
545,2026-05-11 19:56:31.100000+00:00,52.1558739,21.1842429,81.9,37.16,-0.11,-0.023,0.966,0,36.98661491496486,34.0,49.69003015991838,-1.0,5.0,52.155727,21.183555,34.0
550,2026-05-11 19:56:31.600000+00:00,52.1558602,21.1841699,81.9,37.34,-0.102,-0.018,0.973,0,37.49639301529512,34.0,44.48641876404457,-1.0,5.0,52.155727,21.183555,34.0
555,2026-05-11 19:56:32.100000+00:00,52.1558461,21.1840958,82.1,37.58,-0.098,-0.032,0.963,0,38.10703610281737,34.0,39.19826514317663,-1.0,5.0,52.155727,21.183555,34.0
560,2026-05-11 19:56:32.600000+00:00,52.1558321,21.1840213,81.9,37.71,-0.107,-0.026,0.987,0,38.2712223182864,34.0,33.88972580795864,-1.0,5.0,52.155727,21.183555,34.0
565,2026-05-11 19:56:33.100000+00:00,52.155819,21.183946,81.8,38.78,-0.085,-0.031,0.907,0,38.44433395071872,34.0,28.568408138693677,-1.0,5.0,52.155727,21.183555,34.0
570,2026-05-11 19:56:33.600000+00:00,52.1558044,21.1838689,81.8,38.91,-0.128,-0.023,1.024,0,39.633098686033605,34.0,23.079029839985733,-1.0,5.0,52.155727,21.183555,34.0
575,2026-05-11 19:56:34.100000+00:00,52.1557907,21.183791,82.0,39.28,-0.085,-0.03,0.941,0,39.804200818862405,34.0,17.58913848454428,-1.0,5.0,52.155727,21.183555,34.0
580,2026-05-11 19:56:34.600000+00:00,52.1557765,21.1837124,82.1,39.85,-0.122,-0.023,0.96,0,40.24608016927358,34.0,12.06634011270957,-1.0,5.0,52.155727,21.183555,34.0
585,2026-05-11 19:56:35.100000+00:00,52.1557625,21.1836343,82.3,39.04,-0.152,-0.018,0.998,0,39.9653603979583,34.0,6.6969064740036615,-1.0,5.0,52.155727,21.183555,34.0
590,2026-05-11 19:56:35.600000+00:00,52.1557496,21.1835562,82.4,39.0,-0.127,-0.015,0.921,0,39.727380222513744,34.0,2.5143383957305354,-1.0,5.0,52.155727,21.183555,34.0
595,2026-05-11 19:56:36.100000+00:00,52.1557367,21.1834785,82.7,38.29,-0.154,-0.023,0.984,0,39.53770556573312,34.0,5.329123686845546,-1.0,5.0,52.155727,21.183555,34.0
600,2026-05-11 19:56:36.600000+00:00,52.1557232,21.1834032,82.8,37.12,-0.197,-0.012,0.96,0,38.53300619042093,34.0,10.364417085225728,-1.0,5.0,52.155727,21.183555,34.0
605,2026-05-11 19:56:37.100000+00:00,52.1557116,21.1833306,83.0,35.77,-0.199,-0.003,0.948,0,36.84945745824424,34.0,15.404052462015793,-1.0,5.0,52.155727,21.183555,34.0
610,2026-05-11 19:56:37.600000+00:00,52.1557015,21.1832603,83.3,34.26,-0.196,0.002,0.966,0,35.464405697347416,34.0,20.30341588555753,-1.0,5.0,52.155727,21.183555,34.0
615,2026-05-11 19:56:38.100000+00:00,52.1556916,21.1831924,83.6,33.42,-0.216,0.0,0.954,0,34.28029880008298,34.0,25.04782232911332,-1.0,5.0,52.155727,21.183555,34.0
620,2026-05-11 19:56:38.600000+00:00,52.1556836,21.1831273,83.9,31.62,-0.215,-0.045,0.953,0,32.61125557266442,34.0,29.574114060033114,-1.0,5.0,52.155727,21.183555,34.0
625,2026-05-11 19:56:39.100000+00:00,52.1556768,21.1830649,84.2,29.91,-0.222,-0.03,0.976,0,31.12966736408545,34.0,33.89741306337141,-1.0,5.0,52.155727,21.183555,34.0
630,2026-05-11 19:56:39.600000+00:00,52.1556705,21.1830064,84.4,28.29,-0.201,-0.016,0.937,0,29.173626224301707,34.0,37.949179965332526,-1.0,5.0,52.155727,21.183555,34.0
635,2026-05-11 19:56:40.100000+00:00,52.1556654,21.182951,84.4,26.45,-0.192,0.022,0.959,0,27.51626560868666,34.0,41.77035897531079,-1.0,5.0,52.155727,21.183555,34.0
640,2026-05-11 19:56:40.600000+00:00,52.1556598,21.1828986,84.5,25.62,-0.183,0.041,0.958,0,26.125655839730147,34.0,45.39882251746448,-1.0,5.0,52.155727,21.183555,34.0
645,2026-05-11 19:56:41.100000+00:00,52.1556546,21.1828497,84.5,23.81,-0.184,0.085,0.96,0,24.377067193608315,34.0,48.784464310793865,-1.0,5.0,52.155727,21.183555,34.0
650,2026-05-11 19:56:41.600000+00:00,52.1556477,21.1828036,84.5,22.61,-0.173,0.076,0.967,0,23.30773145086625,34.0,52.013452052199305,-1.0,5.0,52.155727,21.183555,34.0
655,2026-05-11 19:56:42.100000+00:00,52.1556405,21.1827606,84.6,21.54,-0.154,0.08,0.961,0,21.893437260237093,34.0,55.0409571302492,-1.0,5.0,52.155727,21.183555,34.0
660,2026-05-11 19:56:42.600000+00:00,52.1556309,21.1827201,84.9,20.62,-0.157,0.083,0.966,0,21.32610795058305,34.0,57.9506895358392,-1.0,5.0,52.155727,21.183555,34.0
665,2026-05-11 19:56:43.100000+00:00,52.1556205,21.1826815,85.0,19.72,-0.166,0.094,0.962,0,20.7074647457455,34.0,60.75556476472862,-1.0,5.0,52.155727,21.183555,34.0
670,2026-05-11 19:56:43.600000+00:00,52.1556092,21.1826453,85.2,18.32,-0.17,0.061,0.974,0,19.950082220801537,34.0,63.4271334471874,-1.0,5.0,52.155727,21.183555,34.0
675,2026-05-11 19:56:44.100000+00:00,52.1555975,21.1826118,85.5,17.63,-0.135,0.018,0.964,0,18.934083036285863,34.0,65.93678924337458,-1.0,5.0,52.155727,21.183555,34.0
680,2026-05-11 19:56:44.600000+00:00,52.1555857,21.1825785,85.6,18.03,-0.119,-0.042,0.965,0,18.888690656323465,34.0,68.44473309739138,-1.0,5.0,52.155727,21.183555,34.0
685,2026-05-11 19:56:45.100000+00:00,52.155575,21.1825446,85.8,17.9,-0.133,-0.056,0.985,0,18.725560271170067,34.0,70.9715378314702,-1.0,5.0,52.155727,21.183555,34.0
690,2026-05-11 19:56:45.600000+00:00,52.1555651,21.1825112,85.7,17.72,-0.119,-0.073,0.96,0,18.21990936294891,34.0,73.44858865131134,-1.0,5.0,52.155727,21.183555,34.0
