Record,Time,lat,lon,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,speed_kmh,nearest_stop_id,nearest_distance_m,direction,course_id,reconstructed_lat,reconstructed_lon,reconstructed_stop
31120,2026-05-11 20:47:28.600000+00:00,52.2493676,21.0524086,95.1,31.98,0.069,0.019,0.945,0,31.534483389468143,,103.25147216180312,-1.0,6.0,52.250296,21.052437,0.0
31125,2026-05-11 20:47:29.100000+00:00,52.2493281,21.052399,95.0,32.04,0.053,-0.001,0.981,0,31.9719921896903,,107.6566539942232,-1.0,6.0,52.250296,21.052437,0.0
31130,2026-05-11 20:47:29.600000+00:00,52.249288,21.0523881,94.9,32.93,0.052,-0.007,0.93,0,32.54571344924542,,112.13390934862892,-1.0,6.0,52.250296,21.052437,0.0
31135,2026-05-11 20:47:30.100000+00:00,52.2492468,21.0523789,94.9,33.37,0.047,0.0,0.99,0,33.2916778140806,,116.73274250495604,-1.0,6.0,52.250296,21.052437,0.0
31140,2026-05-11 20:47:30.600000+00:00,52.2492054,21.0523678,94.7,34.23,0.059,-0.033,0.969,0,33.588554650495894,,121.36065179475688,-1.0,6.0,52.250296,21.052437,0.0
31145,2026-05-11 20:47:31.100000+00:00,52.2491631,21.0523574,94.7,34.6,0.033,0.006,0.976,0,34.24703302222651,,126.0892268460462,-1.0,6.0,52.250296,21.052437,0.0
31150,2026-05-11 20:47:31.600000+00:00,52.2491203,21.0523465,94.7,35.16,0.063,-0.018,0.963,0,34.679836787680976,,130.87696328210936,-1.0,6.0,52.250296,21.052437,0.0
31155,2026-05-11 20:47:32.100000+00:00,52.2490765,21.052336,94.6,35.78,0.043,0.027,0.987,0,35.442097037335806,,135.77641553346123,-1.0,6.0,52.250296,21.052437,0.0
31160,2026-05-11 20:47:32.600000+00:00,52.2490327,21.0523266,94.6,35.5,0.067,0.009,0.96,0,35.36782729359389,,140.67345729376075,-1.0,6.0,52.250296,21.052437,0.0
31165,2026-05-11 20:47:33.100000+00:00,52.2489885,21.0523172,94.6,36.1,0.054,0.01,0.969,0,35.68536464420466,,145.61592849208483,-1.0,6.0,52.250296,21.052437,0.0
31170,2026-05-11 20:47:33.600000+00:00,52.2489432,21.0523087,94.6,36.48,0.056,0.011,0.973,0,36.50586163359029,,150.67785074471956,-1.0,6.0,52.250296,21.052437,0.0
31175,2026-05-11 20:47:34.100000+00:00,52.2488974,21.0522997,94.5,37.03,0.063,0.002,0.958,0,36.932048049561175,,155.797851713004,-1.0,6.0,52.250296,21.052437,0.0
31180,2026-05-11 20:47:34.600000+00:00,52.248851,21.0522905,94.4,37.78,0.05,0.006,0.984,0,37.42070239012301,,160.98588660006556,-1.0,6.0,52.250296,21.052437,0.0
31185,2026-05-11 20:47:35.100000+00:00,52.2488037,21.0522796,94.3,38.63,0.052,-0.017,0.954,0,38.24357614449596,,165.732250680003,-1.0,6.0,52.250296,21.052437,0.0
31190,2026-05-11 20:47:35.600000+00:00,52.2487562,21.0522689,94.2,38.68,0.047,0.001,0.966,0,38.38861804571888,,160.71117908972602,-1.0,6.0,52.247478,21.051167,1.0
31195,2026-05-11 20:47:36.100000+00:00,52.248708,21.0522591,94.1,38.91,0.047,-0.003,0.974,0,38.88690875123135,,155.67161553798627,-1.0,6.0,52.247478,21.051167,1.0
31200,2026-05-11 20:47:36.600000+00:00,52.2486591,21.052249,94.0,39.37,0.044,-0.01,0.983,0,39.461278446182206,,150.57921875143504,-1.0,6.0,52.247478,21.051167,1.0
31205,2026-05-11 20:47:37.100000+00:00,52.2486096,21.0522384,93.9,39.87,0.053,-0.01,0.953,0,39.96901075102511,,145.44024942594942,-1.0,6.0,52.247478,21.051167,1.0
31210,2026-05-11 20:47:37.600000+00:00,52.2485597,21.0522275,93.7,40.37,0.049,0.0,0.98,0,40.30578538828743,,140.2840432420699,-1.0,6.0,52.247478,21.051167,1.0
31215,2026-05-11 20:47:38.100000+00:00,52.2485105,21.0522167,93.5,39.91,0.009,0.014,0.957,0,39.7438201147824,,135.2326677565579,-1.0,6.0,52.247478,21.051167,1.0
31220,2026-05-11 20:47:38.600000+00:00,52.2484614,21.0522053,93.3,39.84,0.004,0.006,0.964,0,39.70479600678145,,130.20649553326007,-1.0,6.0,52.247478,21.051167,1.0
31225,2026-05-11 20:47:39.100000+00:00,52.2484131,21.0521955,93.3,39.4,-0.005,0.008,0.994,0,38.96636112749819,,125.35606002735987,-1.0,6.0,52.247478,21.051167,1.0
31230,2026-05-11 20:47:39.600000+00:00,52.2483651,21.0521859,93.2,39.03,-0.001,-0.016,0.928,0,38.71598693037616,,120.58855624146844,-1.0,6.0,52.247478,21.051167,1.0
31235,2026-05-11 20:47:40.100000+00:00,52.2483174,21.0521761,93.2,37.93,-0.006,0.02,1.032,0,38.48970983561024,,115.89323494591166,-1.0,6.0,52.247478,21.051167,1.0
31240,2026-05-11 20:47:40.600000+00:00,52.2482703,21.0521668,93.2,37.88,0.021,-0.014,0.938,0,37.98295930621726,,111.33024004615584,-1.0,6.0,52.247478,21.051167,1.0
31245,2026-05-11 20:47:41.100000+00:00,52.2482234,21.0521578,93.2,37.65,0.004,0.001,0.964,0,37.80656105498425,,106.86301232584267,-1.0,6.0,52.247478,21.051167,1.0
31250,2026-05-11 20:47:41.600000+00:00,52.2481776,21.0521491,93.3,36.8,-0.002,0.024,0.989,0,36.91478056817668,,102.57618710696762,-1.0,6.0,52.247478,21.051167,1.0
31255,2026-05-11 20:47:42.100000+00:00,52.2481327,21.0521394,93.2,36.23,-0.001,0.008,0.977,0,36.26016830146432,,98.39797051847472,-1.0,6.0,52.247478,21.051167,1.0
31260,2026-05-11 20:47:42.600000+00:00,52.2480889,21.0521285,93.1,35.43,0.013,-0.001,0.965,0,35.471115784526866,,94.33489663138327,-1.0,6.0,52.247478,21.051167,1.0
31265,2026-05-11 20:47:43.100000+00:00,52.2480451,21.0521182,93.1,35.25,-0.006,0.016,0.944,0,35.42801132853907,,90.38702860371308,-1.0,6.0,52.247478,21.051167,1.0
31270,2026-05-11 20:47:43.600000+00:00,52.2480026,21.0521092,93.1,33.8,-0.066,0.015,0.991,0,34.310434274363544,,86.70161560774868,-1.0,6.0,52.247478,21.051167,1.0
31275,2026-05-11 20:47:44.100000+00:00,52.2479623,21.0521003,93.1,32.2,-0.033,0.042,0.975,0,32.557910184348415,,83.28922200402818,-1.0,6.0,52.247478,21.051167,1.0
31280,2026-05-11 20:47:44.600000+00:00,52.2479239,21.0520931,93.1,30.3,-0.031,0.028,0.969,0,30.94507915928104,,80.20847969989954,-1.0,6.0,52.247478,21.051167,1.0
31285,2026-05-11 20:47:45.100000+00:00,52.2478862,21.0520864,93.2,29.65,-0.036,0.025,0.994,0,30.360893647277063,1.0,77.317333507744,-1.0,6.0,52.247478,21.051167,1.0
31290,2026-05-11 20:47:45.600000+00:00,52.2478497,21.0520808,93.3,28.74,-0.07,0.042,0.978,0,29.35066455555484,1.0,74.68886414726751,-1.0,6.0,52.247478,21.051167,1.0
31295,2026-05-11 20:47:46.100000+00:00,52.2478168,21.0520748,93.4,25.58,-0.099,0.053,0.966,0,26.503536008581523,1.0,72.37922273376837,-1.0,6.0,52.247478,21.051167,1.0
31300,2026-05-11 20:47:46.600000+00:00,52.2477874,21.0520692,93.4,23.17,-0.104,0.062,0.944,0,23.697256984373794,1.0,70.39992036235355,-1.0,6.0,52.247478,21.051167,1.0
31305,2026-05-11 20:47:47.100000+00:00,52.2477617,21.052064,93.4,20.01,-0.106,0.051,0.976,0,20.73278401615303,1.0,68.73371610845311,-1.0,6.0,52.247478,21.051167,1.0
31310,2026-05-11 20:47:47.600000+00:00,52.2477387,21.052059,93.3,18.13,-0.081,0.053,0.981,0,18.576264191705736,1.0,67.29079914631475,-1.0,6.0,52.247478,21.051167,1.0
31315,2026-05-11 20:47:48.100000+00:00,52.247719,21.0520561,93.3,14.91,-0.15,0.079,0.973,0,15.835816762955432,1.0,66.1960064623062,-1.0,6.0,52.247478,21.051167,1.0
31320,2026-05-11 20:47:48.600000+00:00,52.2477039,21.0520531,93.3,11.16,-0.165,0.076,0.984,0,12.17821933173412,1.0,65.34568719896053,-1.0,6.0,52.247478,21.051167,1.0
31325,2026-05-11 20:47:49.100000+00:00,52.2476939,21.0520497,93.2,7.29,-0.14,0.062,0.988,0,8.177656110241145,1.0,64.71136668735222,-1.0,6.0,52.247478,21.051167,1.0
31330,2026-05-11 20:47:49.600000+00:00,52.2476865,21.0520472,93.1,4.94,-0.101,0.058,0.971,0,6.049872131274978,1.0,64.25188025063312,-1.0,6.0,52.247478,21.051167,1.0
31335,2026-05-11 20:47:50.100000+00:00,52.2476823,21.0520461,93.0,2.6,-0.085,0.057,0.975,0,3.4054896978361624,1.0,64.01482917561421,-1.0,6.0,52.247478,21.051167,1.0
31340,2026-05-11 20:47:50.600000+00:00,52.2476804,21.0520456,93.1,0.79,-0.057,0.029,0.98,0,1.5407638846188072,1.0,63.90830120251264,-1.0,6.0,52.247478,21.051167,1.0
31345,2026-05-11 20:47:51.100000+00:00,52.2476801,21.0520455,93.1,0.22,-0.004,0.012,0.981,0,0.2451317824736443,1.0,63.89018861667756,-1.0,6.0,52.247478,21.051167,1.0
31350,2026-05-11 20:47:51.600000+00:00,52.2476797,21.0520457,93.1,0.12,0.034,0.004,0.969,0,0.3349106875609936,1.0,63.8873069937922,-1.0,6.0,52.247478,21.051167,1.0
31355,2026-05-11 20:47:52.100000+00:00,52.247679,21.0520461,93.2,0.11,0.031,0.001,0.975,0,0.5937304056908737,1.0,63.88553418029101,-1.0,6.0,52.247478,21.051167,1.0
31360,2026-05-11 20:47:52.600000+00:00,52.2476785,21.0520463,93.3,0.12,0.032,-0.001,0.974,0,0.4121311686804769,1.0,63.87886457596705,-1.0,6.0,52.247478,21.051167,1.0
31365,2026-05-11 20:47:53.100000+00:00,52.2476777,21.0520461,93.3,0.08,0.03,-0.001,0.976,0,0.6479419832724875,1.0,63.83510702467515,-1.0,6.0,52.247478,21.051167,1.0
31370,2026-05-11 20:47:53.600000+00:00,52.2476771,21.0520458,93.4,0.06,0.031,0.0,0.975,0,0.5023660357454404,1.0,63.7927751720182,-1.0,6.0,52.247478,21.051167,1.0
31375,2026-05-11 20:47:54.100000+00:00,52.2476765,21.0520455,93.5,0.03,0.031,-0.002,0.976,0,0.5023660363275523,1.0,63.750491574114086,-1.0,6.0,52.247478,21.051167,1.0
31380,2026-05-11 20:47:54.600000+00:00,52.2476759,21.0520451,93.6,0.14,0.03,0.0,0.975,0,0.5188354525828837,1.0,63.70186746801154,-1.0,6.0,52.247478,21.051167,1.0
31385,2026-05-11 20:47:55.100000+00:00,52.2476753,21.0520441,93.6,0.04,0.03,0.0,0.976,0,0.6863041169641337,1.0,63.61494467816926,-1.0,6.0,52.247478,21.051167,1.0
31390,2026-05-11 20:47:55.600000+00:00,52.2476748,21.0520432,93.6,0.12,0.029,0.0,0.977,0,0.5956984385832166,1.0,63.53826645909761,-1.0,6.0,52.247478,21.051167,1.0
31395,2026-05-11 20:47:56.100000+00:00,52.2476743,21.0520422,93.5,0.05,0.032,0.0,0.975,0,0.6328563016617549,1.0,63.45521094439308,-1.0,6.0,52.247478,21.051167,1.0
31400,2026-05-11 20:47:56.600000+00:00,52.2476739,21.0520413,93.5,0.1,0.03,-0.002,0.974,0,0.545132738817288,1.0,63.38238265672454,-1.0,6.0,52.247478,21.051167,1.0
31405,2026-05-11 20:47:57.100000+00:00,52.2476733,21.0520407,93.5,0.09,0.03,-0.001,0.975,0,0.563243604528708,1.0,63.321113199114336,-1.0,6.0,52.247478,21.051167,1.0
31410,2026-05-11 20:47:57.600000+00:00,52.2476729,21.0520402,93.5,0.08,0.031,0.0,0.977,0,0.4032628895833774,1.0,63.2738914827045,-1.0,6.0,52.247478,21.051167,1.0
31415,2026-05-11 20:47:58.100000+00:00,52.2476724,21.0520397,93.5,0.15,0.029,0.0,0.978,0,0.4693696743572135,1.0,63.22288148869045,-1.0,6.0,52.247478,21.051167,1.0
31420,2026-05-11 20:47:58.600000+00:00,52.247672,21.0520395,93.5,0.18,0.03,0.001,0.977,0,0.3349106925412847,1.0,63.19489009773061,-1.0,6.0,52.247478,21.051167,1.0
31425,2026-05-11 20:47:59.100000+00:00,52.2476716,21.0520391,93.5,0.04,0.03,0.0,0.977,0,0.3754957436729342,1.0,63.15411999573907,-1.0,6.0,52.247478,21.051167,1.0
31430,2026-05-11 20:47:59.600000+00:00,52.2476712,21.0520385,93.5,0.09,0.031,0.0,0.978,0,0.4347990130877323,1.0,63.10056404151875,-1.0,6.0,52.247478,21.051167,1.0
31435,2026-05-11 20:48:00.100000+00:00,52.2476708,21.052038,93.5,0.16,0.031,0.0,0.976,0,0.4032628925893558,1.0,63.05342272370112,-1.0,6.0,52.247478,21.051167,1.0
31440,2026-05-11 20:48:00.600000+00:00,52.2476705,21.0520372,93.4,0.12,0.027,-0.002,0.978,0,0.459844491976195,1.0,62.99086358155412,-1.0,6.0,52.247478,21.051167,1.0
31445,2026-05-11 20:48:01.100000+00:00,52.2476699,21.0520365,93.4,0.12,0.03,0.0,0.976,0,0.5903201745835798,1.0,62.92339036716911,-1.0,6.0,52.247478,21.051167,1.0
31450,2026-05-11 20:48:01.600000+00:00,52.2476696,21.0520361,93.3,0.11,0.029,0.0,0.977,0,0.3100474811727339,1.0,62.88646402297963,-1.0,6.0,52.247478,21.051167,1.0
31455,2026-05-11 20:48:02.100000+00:00,52.2476691,21.0520357,93.3,0.19,0.031,0.0,0.978,0,0.4457398175462682,1.0,62.84202225613954,-1.0,6.0,52.247478,21.051167,1.0
31460,2026-05-11 20:48:02.600000+00:00,52.247669,21.0520355,93.3,0.19,0.029,0.0,0.976,0,0.1265712730467418,1.0,62.82544884557338,-1.0,6.0,52.247478,21.051167,1.0
31465,2026-05-11 20:48:03.100000+00:00,52.2476684,21.0520354,93.3,0.17,0.03,0.0,0.975,0,0.4828564874728341,1.0,62.79651747381766,-1.0,6.0,52.247478,21.051167,1.0
31470,2026-05-11 20:48:03.600000+00:00,52.247668,21.0520354,93.3,0.22,0.032,0.0,0.974,0,0.3202413920396552,1.0,62.7815361763441,-1.0,6.0,52.247478,21.051167,1.0
31475,2026-05-11 20:48:04.100000+00:00,52.2476676,21.0520352,93.3,0.15,0.03,-0.001,0.975,0,0.3349106953871654,1.0,62.75375820705265,-1.0,6.0,52.247478,21.051167,1.0
31480,2026-05-11 20:48:04.600000+00:00,52.2476671,21.052035,93.3,0.16,0.03,0.001,0.977,0,0.412131174301505,1.0,62.72227392947215,-1.0,6.0,52.247478,21.051167,1.0
31485,2026-05-11 20:48:05.100000+00:00,52.2476665,21.0520353,93.3,0.12,0.031,0.0,0.976,0,0.502366046029418,1.0,62.71918879838644,-1.0,6.0,52.247478,21.051167,1.0
31490,2026-05-11 20:48:05.600000+00:00,52.2476659,21.0520356,93.4,0.07,0.03,0.0,0.978,0,0.50236604661153,1.0,62.71618114012328,-1.0,6.0,52.247478,21.051167,1.0
31495,2026-05-11 20:48:06.100000+00:00,52.2476651,21.0520361,93.4,0.18,0.03,0.0,0.982,0,0.6857730088714888,1.0,62.71871387865629,-1.0,6.0,52.247478,21.051167,1.0
31500,2026-05-11 20:48:06.600000+00:00,52.2476642,21.0520366,93.5,0.04,0.032,0.0,0.969,0,0.7610839814214833,1.0,62.71771955006434,-1.0,6.0,52.247478,21.051167,1.0
31505,2026-05-11 20:48:07.100000+00:00,52.2476635,21.052037,93.5,0.02,0.027,-0.009,0.977,0,0.5937304235039931,1.0,62.7177837024667,-1.0,6.0,52.247478,21.051167,1.0
31510,2026-05-11 20:48:07.600000+00:00,52.2476627,21.0520372,93.6,0.08,0.026,-0.009,0.978,0,0.6479419882872246,1.0,62.70144917336327,-1.0,6.0,52.247478,21.051167,1.0
31515,2026-05-11 20:48:08.100000+00:00,52.247662,21.0520374,93.6,0.06,0.031,-0.007,0.976,0,0.5689322754268364,1.0,62.68886772440391,-1.0,6.0,52.247478,21.051167,1.0
31520,2026-05-11 20:48:08.600000+00:00,52.2476613,21.0520375,93.7,0.1,0.03,-0.008,0.977,0,0.5625619574292029,1.0,62.66994552298176,-1.0,6.0,52.247478,21.051167,1.0
31525,2026-05-11 20:48:09.100000+00:00,52.2476607,21.0520378,93.7,0.18,0.028,-0.009,0.976,0,0.5023660516565005,1.0,62.66759989706132,-1.0,6.0,52.247478,21.051167,1.0
31530,2026-05-11 20:48:09.600000+00:00,52.2476604,21.0520381,93.7,0.14,0.026,-0.008,0.976,0,0.2816218248493374,1.0,62.676118515721456,-1.0,6.0,52.247478,21.051167,1.0
31535,2026-05-11 20:48:10.100000+00:00,52.2476599,21.0520388,93.8,0.05,0.03,-0.007,0.975,0,0.5272302220148156,1.0,62.703255718332535,-1.0,6.0,52.247478,21.051167,1.0
31540,2026-05-11 20:48:10.600000+00:00,52.2476595,21.0520392,93.9,0.04,0.03,-0.008,0.975,0,0.3754957715940887,1.0,62.71470523357882,-1.0,6.0,52.247478,21.051167,1.0
31545,2026-05-11 20:48:11.100000+00:00,52.247659,21.0520397,94.0,0.17,0.028,-0.009,0.977,0,0.4693697138224457,1.0,62.7290751629327,-1.0,6.0,52.247478,21.051167,1.0
31550,2026-05-11 20:48:11.600000+00:00,52.2476585,21.0520399,94.1,0.07,0.029,-0.007,0.975,0,0.4121311788216881,1.0,62.724159254150095,-1.0,6.0,52.247478,21.051167,1.0
31555,2026-05-11 20:48:12.100000+00:00,52.247658,21.0520402,94.2,0.09,0.011,-0.013,0.972,0,0.4264568006650906,1.0,62.72574719624966,-1.0,6.0,52.247478,21.051167,1.0
31560,2026-05-11 20:48:12.600000+00:00,52.2476574,21.0520399,94.3,0.26,0.028,-0.01,0.978,0,0.5023660548581166,1.0,62.68512849412961,-1.0,6.0,52.247478,21.051167,1.0
31565,2026-05-11 20:48:13.100000+00:00,52.247657,21.0520396,94.3,0.06,0.028,-0.006,0.974,0,0.3523896593040608,1.0,62.651622628948736,-1.0,6.0,52.247478,21.051167,1.0
31570,2026-05-11 20:48:13.600000+00:00,52.2476565,21.0520396,94.4,0.09,0.028,-0.008,0.976,0,0.4003017375032058,1.0,62.63398228665022,-1.0,6.0,52.247478,21.051167,1.0
31575,2026-05-11 20:48:14.100000+00:00,52.2476563,21.052039,94.4,0.28,0.027,-0.009,0.977,0,0.3348646418884845,1.0,62.58819327717127,-1.0,6.0,52.247478,21.051167,1.0
31580,2026-05-11 20:48:14.600000+00:00,52.2476556,21.0520387,94.4,0.14,0.027,-0.007,0.977,0,0.5793938453446731,1.0,62.54420176669256,-1.0,6.0,52.247478,21.051167,1.0
31585,2026-05-11 20:48:15.100000+00:00,52.2476549,21.0520384,94.5,0.02,0.028,-0.008,0.974,0,0.5793938459335164,1.0,62.50028290154978,-1.0,6.0,52.247478,21.051167,1.0
31590,2026-05-11 20:48:15.600000+00:00,52.2476539,21.0520374,94.5,0.1,0.029,-0.008,0.976,0,0.9387394504663586,1.0,62.400724833699286,-1.0,6.0,52.247478,21.051167,1.0
31595,2026-05-11 20:48:16.100000+00:00,52.2476529,21.0520353,94.4,0.28,0.029,-0.008,0.978,0,1.3040469022753036,1.0,62.23013995428332,-1.0,6.0,52.247478,21.051167,1.0
31600,2026-05-11 20:48:16.600000+00:00,52.2476523,21.0520351,94.5,0.09,0.028,-0.007,0.976,0,0.4902635668726329,1.0,62.19638438265101,-1.0,6.0,52.247478,21.051167,1.0
31605,2026-05-11 20:48:17.100000+00:00,52.2476518,21.0520348,94.6,0.03,0.028,-0.006,0.976,0,0.4264568029705617,1.0,62.1596702749837,-1.0,6.0,52.247478,21.051167,1.0
31610,2026-05-11 20:48:17.600000+00:00,52.2476509,21.0520347,94.7,0.12,0.03,-0.01,0.975,0,0.7222084604225106,1.0,62.12215609441297,-1.0,6.0,52.247478,21.051167,1.0
31615,2026-05-11 20:48:18.100000+00:00,52.2476502,21.0520347,94.8,0.19,0.028,-0.009,0.977,0,0.560422423337581,1.0,62.0981117758972,-1.0,6.0,52.247478,21.051167,1.0
31620,2026-05-11 20:48:18.600000+00:00,52.2476495,21.0520349,94.9,0.19,0.026,-0.008,0.975,0,0.5689322801861302,1.0,62.08711327704156,-1.0,6.0,52.247478,21.051167,1.0
31625,2026-05-11 20:48:19.100000+00:00,52.2476487,21.0520351,95.0,0.12,0.028,-0.008,0.976,0,0.6479419929676464,1.0,62.072812394326405,-1.0,6.0,52.247478,21.051167,1.0
31630,2026-05-11 20:48:19.600000+00:00,52.2476481,21.0520353,95.1,0.21,0.028,-0.008,0.977,0,0.4902635687283543,1.0,62.06541224057768,-1.0,6.0,52.247478,21.051167,1.0
31635,2026-05-11 20:48:20.100000+00:00,52.2476474,21.0520356,95.2,0.17,0.028,-0.007,0.977,0,0.5793938473165801,1.0,62.06119654209651,-1.0,6.0,52.247478,21.051167,1.0
31640,2026-05-11 20:48:20.600000+00:00,52.2476468,21.0520358,95.3,0.11,0.025,-0.008,0.972,0,0.4902635693027442,1.0,62.05395788885295,-1.0,6.0,52.247478,21.051167,1.0
31645,2026-05-11 20:48:21.100000+00:00,52.2476461,21.0520362,95.4,0.1,0.026,-0.008,0.975,0,0.593730454218793,1.0,62.05642566404991,-1.0,6.0,52.247478,21.051167,1.0
31650,2026-05-11 20:48:21.600000+00:00,52.2476455,21.0520365,95.5,0.12,0.029,-0.009,0.976,0,0.5023660664033385,1.0,62.05584486419984,-1.0,6.0,52.247478,21.051167,1.0
31655,2026-05-11 20:48:22.100000+00:00,52.2476448,21.0520368,95.7,0.05,0.027,-0.008,0.976,0,0.5793938445777405,1.0,62.05201805669027,-1.0,6.0,52.247478,21.051167,1.0
31660,2026-05-11 20:48:22.600000+00:00,52.2476438,21.0520375,95.8,0.16,0.029,-0.009,0.974,0,0.8710317097643792,1.0,62.06437614153519,-1.0,6.0,52.247478,21.051167,1.0
31665,2026-05-11 20:48:23.100000+00:00,52.247643,21.0520379,95.9,0.1,0.026,-0.008,0.975,0,0.6698214262947041,1.0,62.06402466954359,-1.0,6.0,52.247478,21.051167,1.0
31670,2026-05-11 20:48:23.600000+00:00,52.2476423,21.0520383,96.0,0.04,0.029,-0.008,0.976,0,0.5937304549573518,1.0,62.06708467329236,-1.0,6.0,52.247478,21.051167,1.0
31675,2026-05-11 20:48:24.100000+00:00,52.2476418,21.0520385,96.1,0.2,0.029,-0.008,0.976,0,0.412131192545803,1.0,62.06375892716218,-1.0,6.0,52.247478,21.051167,1.0
31680,2026-05-11 20:48:24.600000+00:00,52.2476411,21.0520389,96.2,0.17,0.027,-0.009,0.975,0,0.5937304567085894,1.0,62.06700420295358,-1.0,6.0,52.247478,21.051167,1.0
31685,2026-05-11 20:48:25.100000+00:00,52.2476403,21.0520394,96.3,0.06,0.028,-0.009,0.977,0,0.6857730583889906,1.0,62.07363867161382,-1.0,6.0,52.247478,21.051167,1.0
31690,2026-05-11 20:48:25.600000+00:00,52.2476393,21.05204,96.4,0.04,0.027,-0.008,0.977,0,0.8529136387220639,1.0,62.0805068502825,-1.0,6.0,52.247478,21.051167,1.0
31695,2026-05-11 20:48:26.100000+00:00,52.2476384,21.0520406,96.6,0.13,0.028,-0.007,0.975,0,0.7782532730267159,1.0,62.090793399823525,-1.0,6.0,52.247478,21.051167,1.0
31700,2026-05-11 20:48:26.600000+00:00,52.2476377,21.0520411,96.6,0.03,0.027,-0.006,0.976,0,0.6116696885092149,1.0,62.10109749532911,-1.0,6.0,52.247478,21.051167,1.0
