line,vehicle_nr,brigade,lat_raw,lon_raw,vehicle_time,server_time,lat,lon,speed_kmh,nearest_stop_id,nearest_distance_m,direction,course_id
146,7734,4,"52,2476114","21,0489844",2026-05-11 22:49:16,11.05.2026 22:49:24,52.2476114,21.0489844,37.3722063537983,2.0,31.830754465220597,1.0,8.0
146,7734,4,"52,247699","21,0485287",2026-05-11 22:49:25,11.05.2026 22:49:34,52.247699,21.0485287,13.00674318401335,2.0,1.4748780289045713,1.0,8.0
146,7734,4,"52,2478831","21,0477719",2026-05-11 22:49:36,11.05.2026 22:49:44,52.2478831,21.0477719,18.143974512289386,2.0,56.25930209916745,1.0,8.0
146,7734,4,"52,2483421","21,046411",2026-05-11 22:49:46,11.05.2026 22:49:54,52.2483421,21.046411,38.07933204747733,,161.83902102836194,1.0,8.0
146,7734,4,"52,248022","21,0458115",2026-05-11 22:49:55,11.05.2026 22:50:04,52.248022,21.0458115,21.661358835457264,,189.00580393247213,1.0,8.0
146,7734,4,"52,2477519","21,0449622",2026-05-11 22:50:05,11.05.2026 22:50:14,52.2477519,21.0449622,23.455569044431854,,147.60181351064938,1.0,8.0
146,7734,4,"52,2478156","21,0440007",2026-05-11 22:50:16,11.05.2026 22:50:24,52.2478156,21.0440007,21.54761447162763,3.0,103.18617470391649,1.0,8.0
146,7734,4,"52,2478329","21,0439706",2026-05-11 22:50:25,11.05.2026 22:50:34,52.2478329,21.0439706,1.1242504723194682,3.0,103.56459882486135,1.0,8.0
146,7734,4,"52,2478666","21,043923",2026-05-11 22:50:35,11.05.2026 22:50:44,52.2478666,21.043923,1.7834787069908442,3.0,104.91187804602228,1.0,8.0
146,7734,4,"52,2478741","21,0438186",2026-05-11 22:50:45,11.05.2026 22:50:54,52.2478741,21.0438186,2.576224330185462,3.0,102.05094427945826,1.0,8.0
146,7734,4,"52,2476067","21,0431989",2026-05-11 22:50:55,11.05.2026 22:51:04,52.2476067,21.0431989,18.580857487902254,3.0,60.35142573131534,1.0,8.0
146,7734,4,"52,2470674","21,0431416",2026-05-11 22:51:06,11.05.2026 22:51:14,52.2470674,21.0431416,19.667183282859742,3.0,2.4921233239936513,1.0,8.0
146,7734,4,"52,2470647","21,0431446",2026-05-11 22:51:16,11.05.2026 22:51:24,52.2470647,21.0431446,0.13072003901387988,3.0,2.708069733573173,1.0,8.0
146,7734,4,"52,2468422","21,0431762",2026-05-11 22:51:26,11.05.2026 22:51:34,52.2468422,21.0431762,8.940322487439339,3.0,25.462273154507518,1.0,8.0
146,7734,4,"52,246046","21,0431796",2026-05-11 22:51:35,11.05.2026 22:51:44,52.246046,21.0431796,35.41348127827935,3.0,113.64356519188884,1.0,8.0
146,7734,4,"52,2449729","21,0430741",2026-05-11 22:51:45,11.05.2026 22:51:54,52.2449729,21.0430741,43.03413429555376,,232.8627987548956,1.0,8.0
146,7734,4,"52,2442489","21,0425139",2026-05-11 22:51:52,11.05.2026 22:52:04,52.2442489,21.0425139,45.81409266414654,,312.51615094077056,1.0,8.0
146,7734,4,"52,2438087","21,0400906",2026-05-11 22:52:05,11.05.2026 22:52:14,52.2438087,21.0400906,47.65767111969073,,158.33103572249163,1.0,8.0
146,7734,4,"52,2437524","21,0389117",2026-05-11 22:52:16,11.05.2026 22:52:24,52.2437524,21.0389117,26.34845534648586,,123.1439511220542,1.0,8.0
146,7734,4,"52,2437427","21,0388626",2026-05-11 22:52:26,11.05.2026 22:52:34,52.2437427,21.0388626,1.2645609770429365,,121.7937783985411,1.0,8.0
146,7734,4,"52,2437417","21,0388649",2026-05-11 22:52:33,11.05.2026 22:52:44,52.2437417,21.0388649,0.09877299162333983,,121.69377981647656,1.0,8.0
146,7734,4,"52,2437404","21,0388685",2026-05-11 22:52:46,11.05.2026 22:52:54,52.2437404,21.0388685,0.07880042759874585,,121.56711756276962,1.0,8.0
146,7734,4,"52,243739","21,0388629",2026-05-11 22:52:56,11.05.2026 22:53:04,52.243739,21.0388629,0.14825956627651668,,121.38476161670823,1.0,8.0
146,7734,4,"52,2437036","21,038666",2026-05-11 22:53:06,11.05.2026 22:53:14,52.2437036,21.038666,5.029885017070981,4.0,117.26035864420811,1.0,8.0
146,7734,4,"52,2434129","21,0384166",2026-05-11 22:53:13,11.05.2026 22:53:24,52.2434129,21.0384166,18.77813009643503,4.0,87.62464027698759,1.0,8.0
146,7734,4,"52,242487","21,0388404",2026-05-11 22:53:25,11.05.2026 22:53:34,52.242487,21.0388404,32.07674812814286,4.0,19.395172516590407,1.0,8.0
146,7734,4,"52,2414039","21,0397319",2026-05-11 22:53:36,11.05.2026 22:53:44,52.2414039,21.0397319,44.13836437816028,,154.1726628917601,1.0,8.0
146,7734,4,"52,2404866","21,0408281",2026-05-11 22:53:46,11.05.2026 22:53:54,52.2404866,21.0408281,45.501036871597535,5.0,98.15279242957602,1.0,8.0
146,7734,4,"52,2397842","21,0415162",2026-05-11 22:53:53,11.05.2026 22:54:04,52.2397842,21.0415162,46.84051614056968,5.0,8.893404341571179,1.0,8.0
146,7734,4,"52,2384922","21,0427285",2026-05-11 22:54:06,11.05.2026 22:54:14,52.2384922,21.0427285,45.88364343188103,,158.76649464433999,1.0,8.0
146,7734,4,"52,2373774","21,0437904",2026-05-11 22:54:15,11.05.2026 22:54:24,52.2373774,21.0437904,57.40340995754144,,302.2457800951684,1.0,8.0
146,7734,4,"52,2362629","21,0448832",2026-05-11 22:54:26,11.05.2026 22:54:34,52.2362629,21.0448832,47.30808967996135,,413.46422542617756,1.0,8.0
146,7734,4,"52,2356314","21,045616",2026-05-11 22:54:33,11.05.2026 22:54:44,52.2356314,21.045616,44.303112469402144,,403.25876835684534,1.0,8.0
146,7734,4,"52,235363","21,0460409",2026-05-11 22:54:45,11.05.2026 22:54:54,52.235363,21.0460409,12.47049520812701,,398.5358111775766,1.0,8.0
146,7734,4,"52,2353681","21,046042",2026-05-11 22:54:55,11.05.2026 22:55:04,52.2353681,21.046042,0.2059272099067228,,398.11040149789926,1.0,8.0
146,7734,4,"52,2353359","21,0463627",2026-05-11 22:55:05,11.05.2026 22:55:14,52.2353359,21.0463627,7.967004261453781,,384.19983483433083,1.0,8.0
146,7734,4,"52,2358955","21,046587",2026-05-11 22:55:14,11.05.2026 22:55:24,52.2358955,21.046587,25.628778823240747,,332.4372416662768,1.0,8.0
146,7734,4,"52,2366397","21,0460699",2026-05-11 22:55:26,11.05.2026 22:55:34,52.2366397,21.0460699,26.97950382183016,,322.8450079816536,1.0,8.0
146,7734,4,"52,2368725","21,0461279",2026-05-11 22:55:35,11.05.2026 22:55:44,52.2368725,21.0461279,10.474298023330892,,310.6026931786613,1.0,8.0
146,7734,4,"52,2370736","21,0470721",2026-05-11 22:55:46,11.05.2026 22:55:54,52.2370736,21.0470721,22.278517477994477,,242.5876506465746,1.0,8.0
146,7734,4,"52,2373819","21,0485674",2026-05-11 22:55:55,11.05.2026 22:56:04,52.2373819,21.0485674,42.97542043449058,,135.28010193593312,1.0,8.0
146,7734,4,"52,2376867","21,0502742",2026-05-11 22:56:06,11.05.2026 22:56:14,52.2376867,21.0502742,39.62117462166855,6.0,14.575414968185022,1.0,8.0
146,7734,4,"52,2377274","21,0505679",2026-05-11 22:56:16,11.05.2026 22:56:24,52.2377274,21.0505679,7.381785753004821,6.0,6.650792106264237,1.0,8.0
146,7734,4,"52,237728","21,0505932",2026-05-11 22:56:26,11.05.2026 22:56:34,52.237728,21.0505932,0.6206676467637102,6.0,8.152442842347329,1.0,8.0
146,7734,4,"52,2377842","21,0512917",2026-05-11 22:56:36,11.05.2026 22:56:44,52.2377842,21.0512917,17.270133540539895,6.0,55.658995726465264,1.0,8.0
146,7734,4,"52,2377534","21,0517115",2026-05-11 22:56:45,11.05.2026 22:56:54,52.2377534,21.0517115,11.516152755725505,6.0,83.58363564110846,1.0,8.0
146,7734,4,"52,2369971","21,0524605",2026-05-11 22:56:56,11.05.2026 22:57:04,52.2369971,21.0524605,32.18867845038737,,155.0123953257047,1.0,8.0
