line,vehicle_nr,brigade,lat_raw,lon_raw,vehicle_time,server_time,lat,lon,speed_kmh,nearest_stop_id,nearest_distance_m,direction,course_id
146,1845,4,"52,175919","21,145865",2026-05-11 15:00:01,11.05.2026 15:00:11,52.175919,21.145865,0.0,25.0,113.32487374360599,0.0,1.0
146,1845,4,"52,175919","21,145865",2026-05-11 15:00:01,11.05.2026 15:00:21,52.175919,21.145865,0.0,25.0,113.32487374360599,0.0,1.0
146,1845,4,"52,175403","21,14724",2026-05-11 15:00:21,11.05.2026 15:00:32,52.175403,21.14724,19.786174433902428,25.0,7.613041741671392,0.0,1.0
146,1845,4,"52,175403","21,14724",2026-05-11 15:00:21,11.05.2026 15:00:41,52.175403,21.14724,0.0,25.0,7.613041741671392,0.0,1.0
146,1845,4,"52,174986","21,148648",2026-05-11 15:00:41,11.05.2026 15:00:51,52.174986,21.148648,19.191984836664105,25.0,104.38041877365812,0.0,1.0
146,1845,4,"52,174986","21,148648",2026-05-11 15:00:41,11.05.2026 15:01:01,52.174986,21.148648,0.0,25.0,104.38041877365812,0.0,1.0
146,1845,4,"52,174545","21,149823",2026-05-11 15:01:01,11.05.2026 15:01:11,52.174545,21.149823,16.90900294291058,,197.619879342827,0.0,1.0
146,1845,4,"52,174545","21,149823",2026-05-11 15:01:01,11.05.2026 15:01:21,52.174545,21.149823,0.0,,197.619879342827,0.0,1.0
146,1845,4,"52,174023","21,151273",2026-05-11 15:01:21,11.05.2026 15:01:32,52.174023,21.151273,20.637999221326414,,163.42323612394884,0.0,1.0
146,1845,4,"52,174023","21,151273",2026-05-11 15:01:21,11.05.2026 15:01:41,52.174023,21.151273,0.0,,163.42323612394884,0.0,1.0
146,1845,4,"52,173059","21,153929",2026-05-11 15:01:41,11.05.2026 15:02:01,52.173059,21.153929,37.8832706615167,26.0,48.16690863205197,0.0,1.0
146,1845,4,"52,173059","21,153929",2026-05-11 15:01:41,11.05.2026 15:01:51,52.173059,21.153929,0.0,26.0,48.16690863205197,0.0,1.0
146,1845,4,"52,172166","21,154746",2026-05-11 15:02:01,11.05.2026 15:02:11,52.172166,21.154746,20.494742211522144,27.0,15.69126810658114,1.0,1.0
146,1845,4,"52,172166","21,154746",2026-05-11 15:02:01,11.05.2026 15:02:21,52.172166,21.154746,0.0,27.0,15.69126810658114,1.0,1.0
146,1845,4,"52,172008","21,154903",2026-05-11 15:02:21,11.05.2026 15:02:32,52.172008,21.154903,3.7033402964571223,27.0,15.488301697422562,1.0,1.0
146,1845,4,"52,172008","21,154903",2026-05-11 15:02:21,11.05.2026 15:02:41,52.172008,21.154903,0.0,27.0,15.488301697422562,1.0,1.0
146,1845,4,"52,170693","21,155754",2026-05-11 15:02:41,11.05.2026 15:02:51,52.170693,21.155754,28.31710795395913,,165.1665157232623,1.0,1.0
146,1845,4,"52,170693","21,155754",2026-05-11 15:02:41,11.05.2026 15:03:01,52.170693,21.155754,0.0,,165.1665157232623,1.0,1.0
146,1845,4,"52,169293","21,156556",2026-05-11 15:03:01,11.05.2026 15:03:11,52.169293,21.156556,29.70031948480129,28.0,8.155502666784239,1.0,1.0
146,1845,4,"52,169293","21,156556",2026-05-11 15:03:01,11.05.2026 15:03:21,52.169293,21.156556,0.0,28.0,8.155502666784239,1.0,1.0
146,1845,4,"52,169138","21,156661",2026-05-11 15:03:21,11.05.2026 15:03:41,52.169138,21.156661,3.3594555735660045,28.0,20.81406741206671,1.0,1.0
146,1845,4,"52,169138","21,156661",2026-05-11 15:03:21,11.05.2026 15:03:32,52.169138,21.156661,0.0,28.0,20.81406741206671,1.0,1.0
146,1845,4,"52,168291","21,157226",2026-05-11 15:03:41,11.05.2026 15:04:01,52.168291,21.157226,18.31677188828465,,121.15235054734839,1.0,1.0
146,1845,4,"52,168291","21,157226",2026-05-11 15:03:41,11.05.2026 15:03:51,52.168291,21.157226,0.0,,121.15235054734839,1.0,1.0
146,1845,4,"52,168291","21,157226",2026-05-11 15:04:01,11.05.2026 15:04:11,52.168291,21.157226,0.0,,121.15235054734839,1.0,1.0
146,1845,4,"52,168291","21,157226",2026-05-11 15:04:01,11.05.2026 15:04:22,52.168291,21.157226,0.0,,121.15235054734839,1.0,1.0
146,1845,4,"52,168291","21,157226",2026-05-11 15:04:21,11.05.2026 15:04:32,52.168291,21.157226,0.0,,121.15235054734839,1.0,1.0
146,1845,4,"52,168291","21,157226",2026-05-11 15:04:21,11.05.2026 15:04:41,52.168291,21.157226,0.0,,121.15235054734839,1.0,1.0
146,1845,4,"52,167581","21,157753",2026-05-11 15:04:41,11.05.2026 15:04:52,52.167581,21.157753,15.614088062320603,,128.89897436185038,1.0,1.0
146,1845,4,"52,167581","21,157753",2026-05-11 15:04:41,11.05.2026 15:05:01,52.167581,21.157753,0.0,,128.89897436185038,1.0,1.0
146,1845,4,"52,166609","21,158049",2026-05-11 15:05:01,11.05.2026 15:05:12,52.166609,21.158049,19.791127301963563,29.0,21.9096337996717,1.0,1.0
146,1845,4,"52,166609","21,158049",2026-05-11 15:05:01,11.05.2026 15:05:21,52.166609,21.158049,0.0,29.0,21.9096337996717,1.0,1.0
146,1845,4,"52,165385","21,160293",2026-05-11 15:05:21,11.05.2026 15:05:32,52.165385,21.160293,36.86633122777013,30.0,102.05624768098421,1.0,1.0
