Record,Time,lat,lon,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,speed_kmh,nearest_stop_id,nearest_distance_m,direction,course_id
265,2026-05-11 14:35:37.600000+00:00,52.2491577,21.0522678,79.1,35.41,0.014,0.017,1.005,0,34.24379643288928,,127.09620598143479,0.0,2.0
270,2026-05-11 14:35:38.100000+00:00,52.2491137,21.0522601,79.1,36.22,0.003,0.006,0.928,0,35.42815871002534,,132.01617860043828,0.0,2.0
275,2026-05-11 14:35:38.600000+00:00,52.2490689,21.0522534,79.3,35.85,0.012,0.013,0.997,0,36.01706641957204,,137.01854893263362,0.0,2.0
280,2026-05-11 14:35:39.100000+00:00,52.2490244,21.0522469,79.6,35.46,-0.011,0.023,0.956,0,35.76902788001092,,141.98645833591777,0.0,2.0
285,2026-05-11 14:35:39.600000+00:00,52.2489812,21.052239,80.4,34.73,-0.015,0.044,0.988,0,34.802159653107246,,146.8191355874378,0.0,2.0
290,2026-05-11 14:35:40.100000+00:00,52.2489382,21.0522313,81.1,34.4,-0.013,0.036,0.963,0,34.63221777661228,,151.62847203556504,0.0,2.0
295,2026-05-11 14:35:40.600000+00:00,52.2488962,21.0522258,81.5,33.63,-0.026,0.036,0.964,0,33.73324042067775,,156.313290368942,0.0,2.0
300,2026-05-11 14:35:41.100000+00:00,52.2488538,21.0522195,81.9,33.75,-0.011,0.024,0.985,0,34.085752406923824,,161.04741821100203,0.0,2.0
305,2026-05-11 14:35:41.600000+00:00,52.2488117,21.052213,82.2,33.35,-0.006,0.003,0.976,0,33.85565089435841,,164.51121620418692,0.0,2.0
310,2026-05-11 14:35:42.100000+00:00,52.2487694,21.052206,82.5,33.54,0.007,0.003,0.963,0,34.03889440433444,,160.0729448459226,0.0,2.0
315,2026-05-11 14:35:42.600000+00:00,52.2487273,21.0521989,82.8,33.58,0.002,0.008,0.962,0,33.88459249672058,,155.66848576810065,0.0,2.0
320,2026-05-11 14:35:43.100000+00:00,52.2486854,21.0521915,83.0,33.42,0.002,0.001,0.983,0,33.740813721010376,,151.2925155197715,0.0,2.0
325,2026-05-11 14:35:43.600000+00:00,52.2486436,21.0521836,83.2,33.44,0.002,-0.005,0.98,0,33.688508437043495,,146.92945172707508,0.0,2.0
330,2026-05-11 14:35:44.100000+00:00,52.248602,21.0521748,83.3,33.3,0.0,0.009,0.939,0,33.58326004922812,,142.5764172353232,0.0,2.0
335,2026-05-11 14:35:44.600000+00:00,52.2485601,21.0521662,83.5,33.32,0.001,0.008,0.992,0,33.80910375355166,,138.22134863797535,0.0,2.0
340,2026-05-11 14:35:45.100000+00:00,52.2485187,21.0521586,83.5,33.15,0.004,0.01,0.956,0,33.353667684729416,,133.97163202839823,0.0,2.0
345,2026-05-11 14:35:45.600000+00:00,52.248477,21.0521513,83.7,33.51,0.003,-0.01,0.964,0,33.57636827561548,,129.73009976410964,0.0,2.0
350,2026-05-11 14:35:46.100000+00:00,52.2484355,21.052144,83.8,33.49,-0.003,-0.005,0.981,0,33.41716412643755,,125.53735935550787,0.0,2.0
355,2026-05-11 14:35:46.600000+00:00,52.2483938,21.0521377,84.0,33.55,-0.008,-0.013,0.973,0,33.527675898505244,,121.39565279386923,0.0,2.0
360,2026-05-11 14:35:47.100000+00:00,52.2483526,21.0521292,84.1,33.27,0.0,-0.01,0.958,0,33.2469522581578,,117.25491459749956,0.0,2.0
365,2026-05-11 14:35:47.600000+00:00,52.2483115,21.0521221,84.3,32.94,0.006,0.004,0.983,0,33.088328318898796,,113.21491432232827,0.0,2.0
370,2026-05-11 14:35:48.100000+00:00,52.2482705,21.0521149,84.6,32.82,-0.009,0.02,0.958,0,33.01391727570342,,109.22380033988541,0.0,2.0
375,2026-05-11 14:35:48.600000+00:00,52.2482289,21.0521067,85.1,32.18,-0.025,0.028,0.977,0,33.5467587455266,,105.18673287324339,0.0,2.0
380,2026-05-11 14:35:49.100000+00:00,52.248189,21.0521003,85.4,31.76,-0.009,0.044,0.97,0,32.09774440261261,,101.42725068365226,0.0,2.0
385,2026-05-11 14:35:49.600000+00:00,52.2481502,21.052094,85.6,30.56,-0.055,0.023,0.964,0,31.21652868699602,,97.82434458294932,0.0,2.0
390,2026-05-11 14:35:50.100000+00:00,52.2481135,21.0520873,85.7,28.43,-0.1,0.025,0.969,0,29.56511268232859,,94.43964597376645,0.0,2.0
395,2026-05-11 14:35:50.600000+00:00,52.2480792,21.0520803,85.8,27.09,-0.078,0.039,0.964,0,27.6742260199911,,91.29557857913161,0.0,2.0
400,2026-05-11 14:35:51.100000+00:00,52.2480459,21.0520724,85.9,26.38,-0.035,0.029,0.945,0,26.93984805706743,,88.24363747631001,0.0,2.0
405,2026-05-11 14:35:51.600000+00:00,52.2480138,21.0520665,85.9,25.7,-0.051,0.021,0.971,0,25.861577773521354,,85.43731640222909,0.0,2.0
410,2026-05-11 14:35:52.100000+00:00,52.2479828,21.0520578,85.7,24.73,-0.027,0.009,0.982,0,25.182408295198517,,82.63469814417212,0.0,2.0
415,2026-05-11 14:35:52.600000+00:00,52.247952,21.0520513,85.6,24.23,-0.067,0.026,0.966,0,24.863567689343135,,80.01419940995325,0.0,2.0
420,2026-05-11 14:35:53.100000+00:00,52.2479229,21.0520423,85.5,23.07,-0.047,0.023,0.949,0,23.711550657387733,1.0,77.44840339437582,0.0,2.0
425,2026-05-11 14:35:53.600000+00:00,52.2478953,21.0520351,85.5,22.04,-0.046,0.043,1.008,0,22.376716394501603,1.0,75.13886953332583,0.0,2.0
430,2026-05-11 14:35:54.100000+00:00,52.2478688,21.0520322,85.6,21.09,-0.044,0.027,0.951,0,21.263558775098968,1.0,73.19684063556167,0.0,2.0
435,2026-05-11 14:35:54.600000+00:00,52.2478443,21.052027,85.7,19.25,-0.083,0.03,0.96,0,19.779699747328486,1.0,71.32219718341736,0.0,2.0
440,2026-05-11 14:35:55.100000+00:00,52.2478227,21.0520239,85.8,16.76,-0.135,0.053,1.0,0,17.35966576036335,1.0,69.80188631978717,0.0,2.0
445,2026-05-11 14:35:55.600000+00:00,52.2478042,21.0520205,85.9,14.94,-0.079,0.027,0.963,0,14.904631464098408,1.0,68.49737544375705,0.0,2.0
450,2026-05-11 14:35:56.100000+00:00,52.2477866,21.0520183,86.0,13.87,-0.05,0.022,0.969,0,14.13182515861602,1.0,67.35257086818821,0.0,2.0
455,2026-05-11 14:35:56.600000+00:00,52.2477704,21.0520119,86.0,13.06,-0.033,0.027,0.961,0,13.343774932349126,1.0,66.07325557545356,0.0,2.0
460,2026-05-11 14:35:57.100000+00:00,52.2477555,21.0520049,85.9,12.46,-0.045,0.041,0.98,0,12.41264727228683,1.0,64.85436648665231,0.0,2.0
465,2026-05-11 14:35:57.600000+00:00,52.2477422,21.0520067,86.2,10.29,-0.086,0.041,0.988,0,10.684517745129824,1.0,64.27289706499887,0.0,2.0
470,2026-05-11 14:35:58.100000+00:00,52.2477305,21.0520054,86.3,9.38,-0.063,0.03,0.947,0,9.388709836158952,1.0,63.60934040475169,0.0,2.0
475,2026-05-11 14:35:58.600000+00:00,52.2477206,21.0520051,86.5,8.2,-0.045,0.009,0.989,0,7.9273383701081155,1.0,63.112711130750355,0.0,2.0
480,2026-05-11 14:35:59.100000+00:00,52.2477115,21.0520046,86.5,7.19,-0.037,0.019,0.971,0,7.289612746922334,1.0,62.655911355000164,0.0,2.0
485,2026-05-11 14:35:59.600000+00:00,52.2477037,21.0520029,86.5,6.84,-0.035,0.013,0.985,0,6.300058182798401,1.0,62.19559558832535,0.0,2.0
490,2026-05-11 14:36:00.100000+00:00,52.2476972,21.0520005,86.4,5.4,-0.054,0.028,0.968,0,5.335235562469323,1.0,61.757326362023186,0.0,2.0
495,2026-05-11 14:36:00.600000+00:00,52.2476922,21.0520003,86.3,3.9,-0.064,0.041,0.98,0,4.0042175962015,1.0,61.52746712778204,0.0,2.0
500,2026-05-11 14:36:01.100000+00:00,52.2476882,21.0520011,86.4,2.8,-0.023,0.02,0.968,0,3.2263329974505845,1.0,61.40702127280212,0.0,2.0
505,2026-05-11 14:36:01.600000+00:00,52.2476844,21.0519994,86.3,2.59,-0.046,0.028,0.968,0,3.1543486100002998,1.0,61.140152923872755,0.0,2.0
510,2026-05-11 14:36:02.100000+00:00,52.2476825,21.0520003,86.3,1.01,-0.045,0.034,0.982,0,1.5838251281419504,1.0,61.11803025981848,0.0,2.0
515,2026-05-11 14:36:02.600000+00:00,52.2476813,21.0520018,86.5,0.16,-0.046,0.019,0.973,0,1.209788572977474,1.0,61.163387809831676,0.0,2.0
520,2026-05-11 14:36:03.100000+00:00,52.2476803,21.0520013,86.6,0.13,0.009,0.005,0.978,0,0.8372767238390024,1.0,61.09072897070394,0.0,2.0
525,2026-05-11 14:36:03.600000+00:00,52.2476796,21.0520001,86.7,0.07,0.008,0.01,0.976,0,0.8124381294103592,1.0,60.98612817356342,0.0,2.0
530,2026-05-11 14:36:04.100000+00:00,52.2476789,21.0519991,86.8,0.04,0.006,0.007,0.977,0,0.7445393669678162,1.0,60.89422312979876,0.0,2.0
535,2026-05-11 14:36:04.600000+00:00,52.2476782,21.0519985,86.9,0.04,0.012,0.009,0.979,0,0.6329051276212748,1.0,60.82769671617541,0.0,2.0
540,2026-05-11 14:36:05.100000+00:00,52.2476776,21.0519975,87.0,0.06,0.007,0.009,0.973,0,0.6863040988154868,1.0,60.73993567766849,0.0,2.0
545,2026-05-11 14:36:05.600000+00:00,52.2476768,21.0519971,87.1,0.3,0.007,0.01,0.976,0,0.6698213874412875,1.0,60.682126595670375,0.0,2.0
550,2026-05-11 14:36:06.100000+00:00,52.2476761,21.0519965,87.2,0.04,0.008,0.008,0.978,0,0.6329051385994502,1.0,60.615759002311194,0.0,2.0
555,2026-05-11 14:36:06.600000+00:00,52.2476755,21.0519959,87.3,0.05,0.004,0.007,0.976,0,0.563243596913848,1.0,60.55347805104226,0.0,2.0
560,2026-05-11 14:36:07.100000+00:00,52.2476749,21.0519954,87.4,0.08,0.009,0.008,0.976,0,0.5392718560890932,1.0,60.49758053788146,0.0,2.0
565,2026-05-11 14:36:07.600000+00:00,52.2476743,21.051995,87.5,0.1,0.008,0.01,0.977,0,0.5188354552549261,1.0,60.4480726711148,0.0,2.0
570,2026-05-11 14:36:08.100000+00:00,52.2476737,21.0519945,87.6,0.11,0.012,0.008,0.976,0,0.5392718591017283,1.0,60.39225953895085,0.0,2.0
575,2026-05-11 14:36:08.600000+00:00,52.2476731,21.0519945,87.7,0.13,0.008,0.008,0.978,0,0.48036208296675653,1.0,60.36825218051662,0.0,2.0
580,2026-05-11 14:36:09.100000+00:00,52.2476725,21.0519943,87.8,0.07,0.01,0.009,0.976,0,0.4902635579474977,1.0,60.331597922404974,0.0,2.0
585,2026-05-11 14:36:09.600000+00:00,52.2476718,21.0519948,87.9,0.05,0.009,0.011,0.978,0,0.6116696130329247,1.0,60.33553282941316,0.0,2.0
590,2026-05-11 14:36:10.100000+00:00,52.2476711,21.0519953,88.1,0.08,0.011,0.012,0.979,0,0.6116696105409117,1.0,60.33958709119803,0.0,2.0
595,2026-05-11 14:36:10.600000+00:00,52.2476704,21.0519961,88.2,0.08,0.012,0.01,0.977,0,0.683990736352115,1.0,60.362858208633774,0.0,2.0
600,2026-05-11 14:36:11.100000+00:00,52.2476698,21.0519966,88.4,0.11,0.005,0.01,0.976,0,0.5392718681842645,1.0,60.37108847212361,0.0,2.0
605,2026-05-11 14:36:11.600000+00:00,52.2476691,21.0519972,88.5,0.11,0.009,0.01,0.979,0,0.6329051556522551,1.0,60.381868524699755,0.0,2.0
610,2026-05-11 14:36:12.100000+00:00,52.2476685,21.0519983,88.6,0.13,0.009,0.009,0.977,0,0.7221282495005015,1.0,60.42855204989442,0.0,2.0
615,2026-05-11 14:36:12.600000+00:00,52.2476681,21.0519988,88.7,0.05,0.008,0.01,0.978,0,0.4032629056982178,1.0,60.44486442852599,0.0,2.0
620,2026-05-11 14:36:13.100000+00:00,52.2476677,21.0519992,88.8,0.18,0.016,0.012,0.978,0,0.375495748328985,1.0,60.4548441776672,0.0,2.0
625,2026-05-11 14:36:13.600000+00:00,52.2476672,21.052,88.9,0.06,0.01,0.011,0.979,0,0.560367314662888,1.0,60.486527949939536,0.0,2.0
630,2026-05-11 14:36:14.100000+00:00,52.2476667,21.0520006,89.0,0.19,0.01,0.012,0.975,0,0.4967264138237928,1.0,60.50552414829977,0.0,2.0
635,2026-05-11 14:36:14.600000+00:00,52.2476661,21.0520017,89.0,0.09,0.012,0.012,0.977,0,0.7221282746660654,1.0,60.552692647730005,0.0,2.0
640,2026-05-11 14:36:15.100000+00:00,52.2476652,21.0520039,89.1,0.12,0.01,0.011,0.978,0,1.2969458217261478,1.0,60.65885620899466,0.0,2.0
645,2026-05-11 14:36:15.600000+00:00,52.2476643,21.0520062,89.2,0.09,0.008,0.014,0.976,0,1.3379791093358901,1.0,60.77176841378035,0.0,2.0
650,2026-05-11 14:36:16.100000+00:00,52.2476633,21.0520091,89.3,0.11,0.009,0.011,0.976,0,1.6314413158226382,1.0,60.91971297835146,0.0,2.0
655,2026-05-11 14:36:16.600000+00:00,52.247662,21.0520116,89.4,0.06,0.007,0.013,0.976,0,1.607760351634641,1.0,61.03129715280382,0.0,2.0
660,2026-05-11 14:36:17.100000+00:00,52.247661,21.0520139,89.6,0.1,0.013,0.013,0.976,0,1.3827406835860088,1.0,61.141744875304646,0.0,2.0
665,2026-05-11 14:36:17.600000+00:00,52.2476601,21.0520162,89.7,0.2,0.009,0.012,0.976,0,1.3379791979489646,1.0,61.256270234749024,0.0,2.0
670,2026-05-11 14:36:18.100000+00:00,52.2476594,21.0520181,89.7,0.15,0.012,0.013,0.976,0,1.0869373348999878,1.0,61.352730695136245,0.0,2.0
675,2026-05-11 14:36:18.600000+00:00,52.2476587,21.05202,89.8,0.04,0.012,0.013,0.977,0,1.0869373461544145,1.0,61.449410615402954,0.0,2.0
680,2026-05-11 14:36:19.100000+00:00,52.247658,21.0520211,89.9,0.08,0.011,0.013,0.975,0,0.7776856170209282,1.0,61.494808572619284,0.0,2.0
685,2026-05-11 14:36:19.600000+00:00,52.2476575,21.0520221,90.0,0.1,0.009,0.012,0.978,0,0.6328564442139533,1.0,61.54113090664604,0.0,2.0
690,2026-05-11 14:36:20.100000+00:00,52.247657,21.0520229,90.1,0.19,0.009,0.015,0.975,0,0.5603673824789495,1.0,61.57465882783008,0.0,2.0
695,2026-05-11 14:36:20.600000+00:00,52.2476564,21.052024,90.2,0.01,0.01,0.012,0.978,0,0.7221283581331855,1.0,61.62402170513206,0.0,2.0
700,2026-05-11 14:36:21.100000+00:00,52.2476559,21.0520249,90.3,0.1,0.011,0.01,0.976,0,0.5956985777556953,1.0,61.664177177060076,0.0,2.0
705,2026-05-11 14:36:21.600000+00:00,52.2476554,21.0520258,90.4,0.06,0.012,0.015,0.975,0,0.5956985780152607,1.0,61.704417454630686,0.0,2.0
710,2026-05-11 14:36:22.100000+00:00,52.2476548,21.0520266,90.5,0.04,0.01,0.014,0.976,0,0.6200950452141063,1.0,61.734747391946875,0.0,2.0
715,2026-05-11 14:36:22.600000+00:00,52.2476544,21.0520274,90.6,0.14,0.011,0.014,0.978,0,0.5062851778208809,1.0,61.77224043551697,0.0,2.0
720,2026-05-11 14:36:23.100000+00:00,52.247654,21.0520283,90.6,0.06,0.011,0.014,0.977,0,0.5451329019376082,1.0,61.816248435860004,0.0,2.0
725,2026-05-11 14:36:23.600000+00:00,52.2476538,21.052029,90.6,0.15,0.01,0.012,0.977,0,0.37864085877953285,1.0,61.854422720684624,0.0,2.0
730,2026-05-11 14:36:24.100000+00:00,52.2476538,21.0520295,90.6,0.05,0.01,0.015,0.976,0,0.2450846000844444,1.0,61.88671865492747,0.0,2.0
735,2026-05-11 14:36:24.600000+00:00,52.2476538,21.0520301,90.6,0.06,0.01,0.015,0.977,0,0.2941015207249373,1.0,61.9254762416455,0.0,2.0
740,2026-05-11 14:36:25.100000+00:00,52.2476538,21.0520307,90.5,0.17,0.009,0.013,0.978,0,0.2941015207249373,1.0,61.964236513281705,0.0,2.0
745,2026-05-11 14:36:25.600000+00:00,52.247654,21.052031,90.5,0.14,0.015,0.016,0.978,0,0.21739954390171734,1.0,61.990634735256315,0.0,2.0
750,2026-05-11 14:36:26.100000+00:00,52.2476541,21.052031,90.5,0.06,0.01,0.016,0.978,0,0.08006034546355068,1.0,61.994145969500316,0.0,2.0
755,2026-05-11 14:36:26.600000+00:00,52.2476543,21.0520309,90.5,0.37,0.012,0.016,0.976,0,0.16745535452659302,1.0,61.99471519905182,0.0,2.0
760,2026-05-11 14:36:27.100000+00:00,52.2476547,21.0520302,90.4,0.16,0.012,0.017,0.979,0,0.469345081932152,1.0,61.96359590101871,0.0,2.0
765,2026-05-11 14:36:27.600000+00:00,52.2476548,21.0520303,90.4,0.06,0.014,0.015,0.977,0,0.09387394731522371,1.0,61.973578900312525,0.0,2.0
770,2026-05-11 14:36:28.100000+00:00,52.2476549,21.0520299,90.4,0.3,0.015,0.015,0.975,0,0.21178336105250137,1.0,61.95128392094223,0.0,2.0
775,2026-05-11 14:36:28.600000+00:00,52.247655,21.0520301,90.4,0.45,0.011,0.016,0.977,0,0.12657129597032757,1.0,61.96772603037149,0.0,2.0
780,2026-05-11 14:36:29.100000+00:00,52.2476553,21.0520295,90.4,0.39,0.011,0.015,0.977,0,0.3797138784277034,1.0,61.939604349515236,0.0,2.0
785,2026-05-11 14:36:29.600000+00:00,52.2476554,21.0520295,90.4,0.08,0.008,0.015,0.976,0,0.08006035055627692,1.0,61.94314442582135,0.0,2.0
790,2026-05-11 14:36:30.100000+00:00,52.2476554,21.0520295,90.5,0.06,0.009,0.015,0.977,0,0.0,1.0,61.94314442582135,0.0,2.0
795,2026-05-11 14:36:30.600000+00:00,52.2476554,21.0520295,90.5,0.06,0.015,0.014,0.976,0,0.0,1.0,61.94314442582135,0.0,2.0
800,2026-05-11 14:36:31.100000+00:00,52.2476552,21.0520299,90.6,0.08,0.013,0.015,0.979,0,0.2531425887288542,1.0,61.96188358136549,0.0,2.0
805,2026-05-11 14:36:31.600000+00:00,52.247655,21.0520303,90.7,0.11,0.012,0.016,0.979,0,0.25314258498460673,1.0,61.980637015504726,0.0,2.0
810,2026-05-11 14:36:32.100000+00:00,52.2476547,21.052031,90.8,0.12,0.015,0.017,0.977,0,0.4188283590767889,1.0,62.0152510693981,0.0,2.0
815,2026-05-11 14:36:32.600000+00:00,52.2476545,21.0520313,90.9,0.14,0.014,0.017,0.977,0,0.21739954233238468,1.0,62.027582984568184,0.0,2.0
820,2026-05-11 14:36:33.100000+00:00,52.2476543,21.0520317,91.0,0.4,0.015,0.017,0.975,0,0.2531425918094191,1.0,62.04638629170736,0.0,2.0
825,2026-05-11 14:36:33.600000+00:00,52.2476541,21.0520328,91.1,0.27,0.0,0.012,0.979,0,0.5624591584508206,1.0,62.110427135381336,0.0,2.0
830,2026-05-11 14:36:34.100000+00:00,52.2476539,21.0520341,91.2,0.39,0.009,0.016,0.977,0,0.6570296127942711,1.0,62.187424868918114,0.0,2.0
835,2026-05-11 14:36:34.600000+00:00,52.2476535,21.0520349,91.3,0.41,0.012,0.019,0.977,0,0.5062851872033212,1.0,62.22516359934346,0.0,2.0
840,2026-05-11 14:36:35.100000+00:00,52.2476534,21.0520353,91.3,0.11,0.012,0.016,0.977,0,0.21178336822364155,1.0,62.24753720874551,0.0,2.0
845,2026-05-11 14:36:35.600000+00:00,52.2476534,21.0520352,91.4,0.1,0.011,0.019,0.977,0,0.049016921082416356,1.0,62.24107212807504,0.0,2.0
850,2026-05-11 14:36:36.100000+00:00,52.2476533,21.0520348,91.4,0.14,0.013,0.016,0.975,0,0.21178336718945007,1.0,62.21172769273984,0.0,2.0
855,2026-05-11 14:36:36.600000+00:00,52.2476531,21.0520353,91.3,0.06,0.013,0.017,0.977,0,0.29275433407048934,1.0,62.237093479743066,0.0,2.0
860,2026-05-11 14:36:37.100000+00:00,52.2476527,21.0520368,91.2,0.01,0.011,0.016,0.976,0,0.801968029865092,1.0,62.320216454052,0.0,2.0
865,2026-05-11 14:36:37.600000+00:00,52.2476524,21.0520382,91.2,0.09,0.014,0.018,0.977,0,0.7270543420571294,1.0,62.40041099278367,0.0,2.0
870,2026-05-11 14:36:38.100000+00:00,52.2476522,21.0520391,91.1,0.11,0.012,0.02,0.977,0,0.4693122474025105,1.0,62.4517501209702,0.0,2.0
875,2026-05-11 14:36:38.600000+00:00,52.2476521,21.0520396,91.0,0.08,0.012,0.02,0.976,0,0.25782964404079917,1.0,62.48066580418851,0.0,2.0
880,2026-05-11 14:36:39.100000+00:00,52.247652,21.0520398,90.9,0.1,0.009,0.018,0.978,0,0.1265712977121495,1.0,62.49016813338292,0.0,2.0
885,2026-05-11 14:36:39.600000+00:00,52.2476518,21.0520404,90.8,0.03,0.013,0.015,0.977,0,0.33486467295745853,1.0,62.52213220657036,0.0,2.0
890,2026-05-11 14:36:40.100000+00:00,52.2476515,21.0520414,90.7,0.05,0.012,0.019,0.977,0,0.5458505310952472,1.0,62.576588786752815,0.0,2.0
895,2026-05-11 14:36:40.600000+00:00,52.2476514,21.0520421,90.7,0.07,0.012,0.02,0.978,0,0.3523349772482503,1.0,62.61849992766756,0.0,2.0
900,2026-05-11 14:36:41.100000+00:00,52.2476513,21.0520427,90.6,0.05,0.014,0.02,0.975,0,0.3048038283498694,1.0,62.65394329535028,0.0,2.0
905,2026-05-11 14:36:41.600000+00:00,52.2476511,21.0520436,90.6,0.12,0.012,0.019,0.976,0,0.4693122576838316,1.0,62.70541758007817,0.0,2.0
910,2026-05-11 14:36:42.100000+00:00,52.247651,21.052044,90.5,0.01,0.013,0.018,0.976,0,0.21178337659943783,1.0,62.72792432961422,0.0,2.0
915,2026-05-11 14:36:42.600000+00:00,52.2476509,21.0520444,90.5,0.03,0.015,0.019,0.974,0,0.2117833803770896,1.0,62.750436794811655,0.0,2.0
920,2026-05-11 14:36:43.100000+00:00,52.2476508,21.0520448,90.6,0.08,0.008,0.019,0.978,0,0.21178337693581892,1.0,62.7729549699651,0.0,2.0
925,2026-05-11 14:36:43.600000+00:00,52.2476507,21.0520451,90.6,0.14,0.014,0.021,0.977,0,0.16743234104391627,1.0,62.78899710896334,0.0,2.0
930,2026-05-11 14:36:44.100000+00:00,52.2476506,21.0520452,90.6,0.12,0.012,0.019,0.977,0,0.09387394533711643,1.0,62.79207937402995,0.0,2.0
935,2026-05-11 14:36:44.600000+00:00,52.2476505,21.0520453,90.6,0.08,0.017,0.022,0.976,0,0.09387395055218146,1.0,62.79516419489424,0.0,2.0
940,2026-05-11 14:36:45.100000+00:00,52.2476505,21.0520452,90.6,0.18,0.014,0.018,0.977,0,0.04901692428636148,1.0,62.78868168512565,0.0,2.0
945,2026-05-11 14:36:45.600000+00:00,52.2476504,21.0520456,90.7,0.05,0.013,0.019,0.976,0,0.21178338049753875,1.0,62.811217635836186,0.0,2.0
950,2026-05-11 14:36:46.100000+00:00,52.2476502,21.0520459,90.7,0.06,0.017,0.019,0.979,0,0.21739955197257113,1.0,62.82388570142945,0.0,2.0
955,2026-05-11 14:36:46.600000+00:00,52.2476499,21.0520465,90.7,0.07,0.012,0.02,0.976,0,0.3797139110551258,1.0,62.8526383345678,0.0,2.0
960,2026-05-11 14:36:47.100000+00:00,52.2476494,21.0520475,90.8,0.03,0.009,0.019,0.977,0,0.6328565159416786,1.0,62.900628445807335,0.0,2.0
