Record,Time,lat,lon,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,speed_kmh,nearest_stop_id,nearest_distance_m,direction,course_id
575,2026-05-11 21:54:47.100000+00:00,52.1594336,21.2031187,92.9,16.48,0.074,-0.096,0.972,0,15.897352075377189,38.0,25.81247000958606,-1.0,11.0
580,2026-05-11 21:54:47.600000+00:00,52.1594293,21.2030838,92.8,18.22,0.07,-0.099,0.969,0,17.483190854478135,38.0,28.20679651584824,-1.0,11.0
585,2026-05-11 21:54:48.100000+00:00,52.1594231,21.2030431,92.9,21.23,0.041,-0.102,0.973,0,20.596607472507053,38.0,31.012929463323925,-1.0,11.0
590,2026-05-11 21:54:48.600000+00:00,52.1594168,21.2029982,92.8,23.37,0.019,-0.096,0.975,0,22.621795837896357,38.0,34.11474763023751,-1.0,11.0
595,2026-05-11 21:54:49.100000+00:00,52.1594106,21.2029507,92.7,24.13,0.007,-0.094,0.963,0,23.851535283411582,38.0,37.39906887476336,-1.0,11.0
600,2026-05-11 21:54:49.600000+00:00,52.1594041,21.2029014,92.6,24.57,0.0,-0.091,0.977,0,24.76627735269768,38.0,40.81339031340591,-1.0,11.0
605,2026-05-11 21:54:50.100000+00:00,52.1593966,21.2028485,92.5,27.03,0.006,-0.09,0.961,0,26.666320163223908,38.0,44.48754733542792,-1.0,11.0
610,2026-05-11 21:54:50.600000+00:00,52.1593895,21.2027942,92.4,28.67,0.0,-0.089,0.972,0,27.268154212678287,38.0,48.25599581881519,-1.0,11.0
615,2026-05-11 21:54:51.100000+00:00,52.1593808,21.2027379,92.1,29.04,-0.006,-0.097,0.969,0,28.515162055949624,38.0,52.1843698328684,-1.0,11.0
620,2026-05-11 21:54:51.600000+00:00,52.159372,21.2026787,92.0,30.01,-0.005,-0.086,0.964,0,29.917116884967726,38.0,56.314804804267105,-1.0,11.0
625,2026-05-11 21:54:52.100000+00:00,52.1593633,21.2026155,92.0,31.73,-0.011,-0.088,0.976,0,31.812183696774763,38.0,60.717290805603575,-1.0,11.0
630,2026-05-11 21:54:52.600000+00:00,52.1593541,21.2025495,92.0,33.21,-0.013,-0.078,0.955,0,33.24179191045915,38.0,65.31895291701426,-1.0,11.0
