line,vehicle_nr,brigade,lat_raw,lon_raw,vehicle_time,server_time,lat,lon,speed_kmh,nearest_stop_id,nearest_distance_m,direction,course_id,reconstructed_lat,reconstructed_lon,reconstructed_stop
146,7734,4,"52,159546","21,2038502",2026-05-11 21:54:05,11.05.2026 21:54:11,52.159546,21.2038502,19.020558406981436,38.0,26.870893077006663,-1.0,7.0,52.159439,21.203497,38.0
146,7734,4,"52,1594717","21,203189",2026-05-11 21:54:16,11.05.2026 21:54:21,52.1594717,21.203189,15.006659380168715,38.0,21.32232331059345,-1.0,7.0,52.159439,21.203497,38.0
146,7734,4,"52,1594152","21,2027412",2026-05-11 21:54:26,11.05.2026 21:54:31,52.1594152,21.2027412,11.226870669177378,38.0,51.62428694924047,-1.0,7.0,52.159439,21.203497,38.0
146,7734,4,"52,1591489","21,2010786",2026-05-11 21:54:37,11.05.2026 21:54:41,52.1591489,21.2010786,38.36141541818807,,168.09427817247197,-1.0,7.0,52.159439,21.203497,38.0
146,7734,4,"52,1588535","21,1993762",2026-05-11 21:54:45,11.05.2026 21:54:51,52.1588535,21.1993762,54.30834849653,37.0,116.79365560725876,-1.0,7.0,52.158472,21.197781,37.0
146,7734,4,"52,1584749","21,1974237",2026-05-11 21:54:56,11.05.2026 21:55:01,52.1584749,21.1974237,45.71528788983132,37.0,24.37564430631164,-1.0,7.0,52.158472,21.197781,37.0
146,7734,4,"52,158178","21,1959204",2026-05-11 21:55:05,11.05.2026 21:55:11,52.158178,21.1959204,43.09290930843137,,131.06529522337846,-1.0,7.0,52.158472,21.197781,37.0
146,7734,4,"52,1579879","21,1949895",2026-05-11 21:55:12,11.05.2026 21:55:21,52.1579879,21.1949895,34.42031546974616,,197.887543476998,-1.0,7.0,52.158472,21.197781,37.0
146,7734,4,"52,157573","21,1929472",2026-05-11 21:55:25,11.05.2026 21:55:32,52.157573,21.1929472,40.64103825672933,36.0,84.15594610376365,-1.0,7.0,52.15726,21.191824,36.0
146,7734,4,"52,157269","21,1914682",2026-05-11 21:55:35,11.05.2026 21:55:41,52.157269,21.1914682,38.30605434566968,36.0,24.29246910656414,-1.0,7.0,52.15726,21.191824,36.0
146,7734,4,"52,1569451","21,1898249",2026-05-11 21:55:46,11.05.2026 21:55:51,52.1569451,21.1898249,38.53505906596079,35.0,67.70242685888283,-1.0,7.0,52.156702,21.188915,35.0
146,7734,4,"52,1567792","21,1888844",2026-05-11 21:55:52,11.05.2026 21:56:01,52.1567792,21.1888844,40.055184498538495,35.0,8.834416459787976,-1.0,7.0,52.156702,21.188915,35.0
146,7734,4,"52,1565989","21,1879789",2026-05-11 21:56:06,11.05.2026 21:56:16,52.1565989,21.1879789,16.699854896693747,35.0,64.8803209949041,-1.0,7.0,52.156702,21.188915,35.0
146,7734,4,"52,1563616","21,1867019",2026-05-11 21:56:15,11.05.2026 21:56:21,52.1563616,21.1867019,36.40958215731846,,155.6474636468307,-1.0,7.0,52.156702,21.188915,35.0
146,7734,4,"52,1560617","21,1850512",2026-05-11 21:56:25,11.05.2026 21:56:32,52.1560617,21.1850512,42.27963850619799,34.0,108.64378102488486,-1.0,7.0,52.155727,21.183555,34.0
146,7734,4,"52,1558502","21,1838659",2026-05-11 21:56:33,11.05.2026 21:56:41,52.1558502,21.1838659,37.89510176634717,34.0,25.2490521070472,-1.0,7.0,52.155727,21.183555,34.0
146,7734,4,"52,1555947","21,1824897",2026-05-11 21:56:45,11.05.2026 21:56:51,52.1555947,21.1824897,29.426662830418703,34.0,74.14888690172614,-1.0,7.0,52.155727,21.183555,34.0
146,7734,4,"52,1556959","21,1815771",2026-05-11 21:56:55,11.05.2026 21:57:01,52.1556959,21.1815771,22.77594215572364,,134.9767431055087,-1.0,7.0,52.155727,21.183555,34.0
146,7734,4,"52,1558891","21,1811069",2026-05-11 21:57:06,11.05.2026 21:57:12,52.1558891,21.1811069,12.634794883824904,,167.97899532433917,-1.0,7.0,52.155727,21.183555,34.0
146,7734,4,"52,1560014","21,1807124",2026-05-11 21:57:14,11.05.2026 21:57:21,52.1560014,21.1807124,13.350838180901732,,196.30736269032465,-1.0,7.0,52.155727,21.183555,34.0
146,7734,4,"52,1565899","21,1790174",2026-05-11 21:57:26,11.05.2026 21:57:32,52.1565899,21.1790174,39.85914742460697,,324.0817480625426,-1.0,7.0,52.155727,21.183555,34.0
146,7734,4,"52,1569829","21,1778624",2026-05-11 21:57:34,11.05.2026 21:57:41,52.1569829,21.1778624,40.54466273395608,,249.5311026155214,-1.0,7.0,52.157967,21.174575,33.0
146,7734,4,"52,1576977","21,1757827",2026-05-11 21:57:46,11.05.2026 21:57:51,52.1576977,21.1757827,48.78583622310888,33.0,87.65871018656051,-1.0,7.0,52.157967,21.174575,33.0
146,7734,4,"52,1581462","21,1744819",2026-05-11 21:57:53,11.05.2026 21:58:01,52.1581462,21.1744819,52.34920396603232,33.0,20.91375820287497,-1.0,7.0,52.157967,21.174575,33.0
146,7734,4,"52,1582896","21,1740782",2026-05-11 21:58:05,11.05.2026 21:58:11,52.1582896,21.1740782,9.546622029287844,33.0,49.3486303301564,-1.0,7.0,52.157967,21.174575,33.0
146,7734,4,"52,1582962","21,1740597",2026-05-11 21:58:15,11.05.2026 21:58:21,52.1582962,21.1740597,0.5255540953370634,33.0,50.75044618570014,-1.0,7.0,52.157967,21.174575,33.0
146,7734,4,"52,1584229","21,1735209",2026-05-11 21:58:25,11.05.2026 21:58:32,52.1584229,21.1735209,14.170454686464227,33.0,87.97975670744982,-1.0,7.0,52.157967,21.174575,33.0
146,7734,4,"52,1583489","21,1729442",2026-05-11 21:58:35,11.05.2026 21:58:41,52.1583489,21.1729442,14.468925758731272,33.0,119.07658027132416,-1.0,7.0,52.157967,21.174575,33.0
146,7734,4,"52,1588225","21,172296",2026-05-11 21:58:45,11.05.2026 21:58:51,52.1588225,21.172296,24.754952565458307,,172.82479592739162,-1.0,7.0,52.159833,21.170371,32.0
146,7734,4,"52,1594395","21,1712189",2026-05-11 21:58:56,11.05.2026 21:59:01,52.1594395,21.1712189,32.89931160484697,32.0,72.5246904741883,-1.0,7.0,52.159833,21.170371,32.0
146,7734,4,"52,1601139","21,1700237",2026-05-11 21:59:06,11.05.2026 21:59:11,52.1601139,21.1700237,39.87799522238134,32.0,39.20262806922323,-1.0,7.0,52.159833,21.170371,32.0
146,7734,4,"52,1604906","21,1694217",2026-05-11 21:59:15,11.05.2026 21:59:21,52.1604906,21.1694217,23.463342985418542,32.0,97.67283015314464,-1.0,7.0,52.159833,21.170371,32.0
146,7734,4,"52,1605609","21,1692884",2026-05-11 21:59:26,11.05.2026 21:59:32,52.1605609,21.1692884,3.924321075535617,32.0,109.56529025259891,-1.0,7.0,52.159833,21.170371,32.0
