line,vehicle_nr,brigade,lat_raw,lon_raw,vehicle_time,server_time,lat,lon,speed_kmh,nearest_stop_id,nearest_distance_m,direction,course_id,reconstructed_lat,reconstructed_lon,reconstructed_stop
146,1845,4,"52,247651","21,048548",2026-05-11 16:38:25,11.05.2026 16:38:36,52.247651,21.048548,1.7274396476600131,2.0,4.023568276036628,1.0,3.0,52.247686,21.048533,2.0
146,1845,4,"52,247651","21,048548",2026-05-11 16:38:25,11.05.2026 16:38:46,52.247651,21.048548,0.0,2.0,4.023568276036628,1.0,3.0,52.247686,21.048533,2.0
146,1845,4,"52,247745","21,048173",2026-05-11 16:38:45,11.05.2026 16:38:59,52.247745,21.048173,4.965562161525972,2.0,25.37130491865279,1.0,3.0,52.247686,21.048533,2.0
146,1845,4,"52,247745","21,048173",2026-05-11 16:38:45,11.05.2026 16:39:06,52.247745,21.048173,0.0,2.0,25.37130491865279,1.0,3.0,52.247686,21.048533,2.0
146,1845,4,"52,247763","21,048088",2026-05-11 16:39:05,11.05.2026 16:39:16,52.247763,21.048088,1.1021529651331698,2.0,31.481788362236745,1.0,3.0,52.247686,21.048533,2.0
146,1845,4,"52,247763","21,048088",2026-05-11 16:39:05,11.05.2026 16:39:26,52.247763,21.048088,0.0,2.0,31.481788362236745,1.0,3.0,52.247686,21.048533,2.0
146,1845,4,"52,248064","21,047058",2026-05-11 16:39:25,11.05.2026 16:39:36,52.248064,21.047058,13.985867981894238,2.0,108.85796605301094,1.0,3.0,52.247686,21.048533,2.0
146,1845,4,"52,248064","21,047058",2026-05-11 16:39:25,11.05.2026 16:39:46,52.248064,21.047058,0.0,2.0,108.85796605301094,1.0,3.0,52.247686,21.048533,2.0
146,1845,4,"52,248105","21,045895",2026-05-11 16:39:45,11.05.2026 16:40:06,52.248105,21.045895,14.275137678181796,,185.536581784023,1.0,3.0,52.247686,21.048533,2.0
146,1845,4,"52,248105","21,045895",2026-05-11 16:39:45,11.05.2026 16:40:16,52.248105,21.045895,0.0,,185.536581784023,1.0,3.0,52.247686,21.048533,2.0
146,1845,4,"52,248105","21,045895",2026-05-11 16:39:45,11.05.2026 16:39:56,52.248105,21.045895,0.0,,185.536581784023,1.0,3.0,52.247686,21.048533,2.0
