line,vehicle_nr,brigade,lat_raw,lon_raw,vehicle_time,server_time,lat,lon,speed_kmh,nearest_stop_id,nearest_distance_m,direction,course_id,reconstructed_lat,reconstructed_lon,reconstructed_stop
146,7734,4,"52,2476021","21,0489527",2026-05-11 20:47:25,11.05.2026 20:47:28,52.2476021,21.0489527,39.81057654856374,2.0,30.05726343165656,1.0,6.0,52.247686,21.048533,2.0
146,7734,4,"52,2476952","21,0485012",2026-05-11 20:47:36,11.05.2026 20:47:38,52.2476952,21.0485012,10.614817656326872,2.0,2.3944435838409293,1.0,6.0,52.247686,21.048533,2.0
146,7734,4,"52,2478104","21,0480624",2026-05-11 20:47:44,11.05.2026 20:47:48,52.2478104,21.0480624,14.62662529947958,2.0,34.89658269397519,1.0,6.0,52.247686,21.048533,2.0
146,7734,4,"52,2483782","21,0463312",2026-05-11 20:47:56,11.05.2026 20:47:58,52.2483782,21.0463312,40.11097167422836,,168.50167277418126,1.0,6.0,52.247686,21.048533,2.0
146,7734,4,"52,2481915","21,0458589",2026-05-11 20:48:06,11.05.2026 20:48:08,52.2481915,21.0458589,13.778244178163844,,190.5290170514798,1.0,6.0,52.247686,21.048533,2.0
146,7734,4,"52,2477404","21,0455559",2026-05-11 20:48:16,11.05.2026 20:48:18,52.2477404,21.0455559,19.524931953073526,,182.88713747549843,1.0,6.0,52.247067,21.043105,3.0
146,7734,4,"52,2477727","21,0445697",2026-05-11 20:48:24,11.05.2026 20:48:28,52.2477727,21.0445697,30.25593277266321,,126.8891095174538,1.0,6.0,52.247067,21.043105,3.0
146,7734,4,"52,2478047","21,0440172",2026-05-11 20:48:35,11.05.2026 20:48:38,52.2478047,21.0440172,12.364852399620544,3.0,102.88505837249808,1.0,6.0,52.247067,21.043105,3.0
146,7734,4,"52,2478112","21,043526",2026-05-11 20:48:45,11.05.2026 20:48:48,52.2478112,21.043526,12.04132532253261,3.0,87.57424749595926,1.0,6.0,52.247067,21.043105,3.0
146,7734,4,"52,2473357","21,043127",2026-05-11 20:48:56,11.05.2026 20:48:58,52.2473357,21.043127,19.45397493023072,3.0,29.915593612435764,1.0,6.0,52.247067,21.043105,3.0
146,7734,4,"52,2470807","21,0431195",2026-05-11 20:49:05,11.05.2026 20:49:08,52.2470807,21.0431195,11.34372129012132,3.0,1.8152523168187331,1.0,6.0,52.247067,21.043105,3.0
146,7734,4,"52,2470807","21,0431232",2026-05-11 20:49:15,11.05.2026 20:49:18,52.2470807,21.0431232,0.090682473679754,3.0,1.9636483861115444,1.0,6.0,52.247067,21.043105,3.0
146,7734,4,"52,2467511","21,0431834",2026-05-11 20:49:25,11.05.2026 20:49:28,52.2467511,21.0431834,13.276185271294032,3.0,35.52968030942401,1.0,6.0,52.247067,21.043105,3.0
146,7734,4,"52,2461115","21,0431675",2026-05-11 20:49:33,11.05.2026 20:49:38,52.2461115,21.0431675,32.00783067236268,3.0,106.3319227184808,1.0,6.0,52.247067,21.043105,3.0
146,7734,4,"52,2448097","21,0430081",2026-05-11 20:49:45,11.05.2026 20:49:48,52.2448097,21.0430081,43.54793745156368,,251.08698991991628,1.0,6.0,52.247067,21.043105,3.0
146,7734,4,"52,2439642","21,0418715",2026-05-11 20:49:56,11.05.2026 20:49:58,52.2439642,21.0418715,39.85103737689872,,258.538979021555,1.0,6.0,52.24265,21.038739,4.0
146,7734,4,"52,2438056","21,0403199",2026-05-11 20:50:05,11.05.2026 20:50:08,52.2438056,21.0403199,42.84093948170528,,167.6220388662196,1.0,6.0,52.24265,21.038739,4.0
146,7734,4,"52,2438009","21,0393044",2026-05-11 20:50:13,11.05.2026 20:50:18,52.2438009,21.0393044,31.11401527900284,,133.63879815871277,1.0,6.0,52.24265,21.038739,4.0
146,7734,4,"52,2437431","21,0388517",2026-05-11 20:50:25,11.05.2026 20:50:28,52.2437431,21.0388517,9.445513734238862,,121.78914079564971,1.0,6.0,52.24265,21.038739,4.0
146,7734,4,"52,2437422","21,0388384",2026-05-11 20:50:34,11.05.2026 20:50:38,52.2437422,21.0388384,0.3644177719739235,,121.63552155885328,1.0,6.0,52.24265,21.038739,4.0
146,7734,4,"52,2437445","21,0388329",2026-05-11 20:50:45,11.05.2026 20:50:48,52.2437445,21.0388329,0.1484077527595287,,121.87065628215584,1.0,6.0,52.24265,21.038739,4.0
146,7734,4,"52,2437437","21,0388332",2026-05-11 20:50:54,11.05.2026 20:50:58,52.2437437,21.0388332,0.0365083248131104,,121.7828969351754,1.0,6.0,52.24265,21.038739,4.0
146,7734,4,"52,2437429","21,0388375",2026-05-11 20:51:06,11.05.2026 20:51:08,52.2437429,21.0388375,0.0917945776983831,,121.70984562386576,1.0,6.0,52.24265,21.038739,4.0
146,7734,4,"52,2437432","21,0388377",2026-05-11 20:51:16,11.05.2026 20:51:18,52.2437432,21.0388377,0.0129710505280576,,121.74390432216777,1.0,6.0,52.24265,21.038739,4.0
146,7734,4,"52,2437149","21,0387052",2026-05-11 20:51:26,11.05.2026 20:51:28,52.2437149,21.0387052,3.439570014779553,4.0,118.43383797062106,1.0,6.0,52.24265,21.038739,4.0
