line,vehicle_nr,brigade,lat_raw,lon_raw,vehicle_time,server_time,lat,lon,speed_kmh,nearest_stop_id,nearest_distance_m,direction,course_id,reconstructed_lat,reconstructed_lon,reconstructed_stop
146,1845,4,"52,159423","21,203295",2026-05-11 15:28:02,11.05.2026 15:28:12,52.159423,21.203295,11.005742431847793,38.0,13.893679537096425,-1.0,2.0,52.159439,21.203497,38.0
146,1845,4,"52,159423","21,203295",2026-05-11 15:28:02,11.05.2026 15:28:12,52.159423,21.203295,0.0,38.0,13.893679537096425,-1.0,2.0,52.159439,21.203497,38.0
146,1845,4,"52,159423","21,203295",2026-05-11 15:28:02,11.05.2026 15:28:22,52.159423,21.203295,0.0,38.0,13.893679537096425,-1.0,2.0,52.159439,21.203497,38.0
146,1845,4,"52,159298","21,202453",2026-05-11 15:28:22,11.05.2026 15:28:34,52.159298,21.202453,10.636998337900742,38.0,72.92130348150157,-1.0,2.0,52.159439,21.203497,38.0
146,1845,4,"52,159298","21,202453",2026-05-11 15:28:22,11.05.2026 15:28:42,52.159298,21.202453,0.0,38.0,72.92130348150157,-1.0,2.0,52.159439,21.203497,38.0
146,1845,4,"52,1587","21,199224",2026-05-11 15:28:42,11.05.2026 15:29:02,52.1587,21.199224,41.41516317082704,37.0,101.64757716941456,-1.0,2.0,52.158472,21.197781,37.0
146,1845,4,"52,1587","21,199224",2026-05-11 15:28:42,11.05.2026 15:28:52,52.1587,21.199224,0.0,37.0,101.64757716941456,-1.0,2.0,52.158472,21.197781,37.0
146,1845,4,"52,158323","21,197285",2026-05-11 15:29:02,11.05.2026 15:29:12,52.158323,21.197285,24.97578592090021,37.0,37.67378748268116,-1.0,2.0,52.158472,21.197781,37.0
146,1845,4,"52,158323","21,197285",2026-05-11 15:29:02,11.05.2026 15:29:23,52.158323,21.197285,0.0,37.0,37.67378748268116,-1.0,2.0,52.158472,21.197781,37.0
146,1845,4,"52,158149","21,196435",2026-05-11 15:29:22,11.05.2026 15:29:33,52.158149,21.196435,11.002782604684793,37.0,98.59337174090264,-1.0,2.0,52.158472,21.197781,37.0
146,1845,4,"52,158149","21,196435",2026-05-11 15:29:22,11.05.2026 15:29:43,52.158149,21.196435,0.0,37.0,98.59337174090264,-1.0,2.0,52.158472,21.197781,37.0
